ID,SMILES,mib_vol,LogP_Jchem,pKa_uncap
1789,c1(nc(c[nH]1)[C@H](N)C(=O)O)NC,148.954,-2.958201578,1.56525465
1801,c1(nc[nH]c1[C@H](N)C(=O)O)NC,148.954,-3.613153783,1.75770799
1811,c1([nH]cnc1[C@H](N)C(=O)O)NC,148.954,-2.957611146,1.592607762
1823,C\1(=C/[C@@H](N)C(=O)O)/CNC(=N1)N,148.081,-3.682806826,2.006341945
1831,C\1(=C/[C@H](N)C(=O)O)/CN=C(N1)N,148.081,-3.667880891,2.006629063
1847,c1(C)nc(N)c([nH]1)[C@H](N)C(=O)O,147.84,-3.784690227,1.798780487
1861,c1(C)nc(c([nH]1)N)[C@@H](N)C(=O)O,147.84,-3.506029239,1.631442587
1867,c1(C)nc([nH]c1[C@@H](N)C(=O)O)N,147.84,-3.408277058,1.750382118
1871,c1(C)[nH]c(nc1[C@@H](N)C(=O)O)N,147.84,-2.748794081,1.609265305
1873,C1(=C(N=C(C1)[C@@H](N)C(=O)O)N)N,146.967,-4.39239846,1.588412941
1877,C1(=NCC(=C1N)[C@@H](N)C(=O)O)N,146.967,-4.629253493,1.99224273
1879,C1(=NC(=C(C1)N)[C@@H](N)C(=O)O)N,146.967,-4.852024269,1.89632748
1889,C1(=NC(=C(C1)[C@H](N)C(=O)O)N)N,146.967,-3.976611799,14.2232683
1901,C1(=C(C(=NC1)N)[C@H](N)C(=O)O)N,146.967,-4.630031736,1.902590174
1907,[C@@H]12CN[C@H](N2)C(=N1)[C@@H](N)C(=O)O,144.591,-3.309957808,1.924693301
1913,C1(=N)NCC=C(N1)[C@H](N)C(=O)O,148.232,-3.59027675,1.94211848
1931,C1(=N)NC=C(CN1)[C@H](N)C(=O)O,148.232,-3.661353831,1.99833235
1933,c1(=N)n(cc([nH]1)[C@@H](N)C(=O)O)C,148.373,-3.14102342,1.888336068
1949,c1(=N)n(C)c(c[nH]1)[C@@H](N)C(=O)O,148.373,-3.141018032,1.888026674
1951,c1(ncc(n1C)[C@H](N)C(=O)O)N,148.221,-2.898621944,1.630151703
1973,c1(nc(cn1C)[C@H](N)C(=O)O)N,148.221,-2.905727065,1.512043852
1979,C\1(=C/[C@H](N)C(=O)O)/CNC(=N)N1,148.232,-3.607806338,2.006672042
1987,c1(C)[nH]c(=N)[nH]c1[C@H](N)C(=O)O,147.991,-3.201423515,1.890706004
1993,c1(c(N)c([nH]c1)[C@@H](N)C(=O)O)N,146.724,-4.113280744,2.285252894
1997,c1(cc(N)c([nH]1)[C@H](N)C(=O)O)N,146.724,-4.049945616,1.376110265
1999,c1(cc(c([nH]1)N)[C@H](N)C(=O)O)N,146.724,-3.950772735,2.353076991
2003,C1=NCN[C@@H](N=C1)[C@H](N)C(=O)O,149.463,-2.995906213,2.169492859
2011,C1=NC=N[C@H](NC1)[C@H](N)C(=O)O,149.463,-4.281241367,3.703348172
2017,C1=N[C@H](NC=NC1)[C@H](N)C(=O)O,149.463,-4.044620296,1.689159285
2027,C1=N[C@H](N=CNC1)[C@@H](N)C(=O)O,149.463,-3.824721973,1.176451727
2029,C1=NC[C@H](NC=N1)[C@@H](N)C(=O)O,149.463,-3.695746899,1.760736277
2039,C1=N[C@H](CNC=N1)[C@H](N)C(=O)O,149.463,-3.820417473,1.978617761
2053,C1=NCN[C@@H](C=N1)[C@H](N)C(=O)O,149.463,-4.288346879,2.063450455
2063,C1=NC[C@@H](N=CN1)[C@H](N)C(=O)O,149.463,-3.643821763,1.651178601
2069,C1=NCN=C[C@H](N1)[C@H](N)C(=O)O,149.463,-4.170340171,1.767937111
2081,C1=N[C@@H](C=NCN1)[C@@H](N)C(=O)O,149.463,-4.444739538,1.783278306
2083,C1=NC=N[C@H]1NC[C@@H](N)C(=O)O,149.463,-4.20996094,2.031661537
2087,C1=N[C@@H](NC=N1)C[C@@H](N)C(=O)O,149.463,-3.911288765,2.004112795
2089,C1=N[C@H](N=CN1)C[C@@H](N)C(=O)O,149.463,-3.526516518,2.105423474
2099,C1(=NCN=C1)NC[C@@H](N)C(=O)O,149.437,-3.687171721,1.769916093
2111,C1(=NC=NC1)NC[C@@H](N)C(=O)O,149.437,-4.702089834,1.769892769
2113,C1(=NCC=N1)NC[C@@H](N)C(=O)O,149.437,-4.639349264,1.759635708
2129,C1(=NCNC=N1)C[C@@H](N)C(=O)O,149.437,-4.23136808,2.002028263
2131,C1(=NC=NCN1)C[C@@H](N)C(=O)O,149.437,-4.212517267,1.774941781
2137,C1(=NCN=CN1)C[C@H](N)C(=O)O,149.437,-3.935254699,1.428342389
2141,C1=N[C@@H](N=C1)[C@H](N)[C@H](N)C(=O)O,148.376,-3.516416949,1.778307501
2143,C1=N[C@H](N)[C@H](N=C1)[C@@H](N)C(=O)O,148.376,-3.487294816,2.102131814
2153,C1=N[C@@H](N=C[C@H]1N)[C@@H](N)C(=O)O,148.376,-4.490115155,-5.901231359
2161,C1=NC=N[C@H]1[C@H](N)[C@@H](N)C(=O)O,148.376,-4.824321726,1.850757464
2179,C1=NC=N[C@H]([C@H]1N)[C@@H](N)C(=O)O,148.376,-4.843714316,2.059087482
2203,C1=N[C@H](C=N[C@@H]1N)[C@H](N)C(=O)O,148.376,-4.520482745,1.743986572
2207,C1=N[C@@H](N)[C@H](C=N1)[C@H](N)C(=O)O,148.376,-4.54405439,2.258550286
2213,C1(=N[C@H](N=C1)[C@H](N)C(=O)O)CN,148.35,-3.7680181,1.993313808
2221,C1(=NC[C@H](N=C1)[C@@H](N)C(=O)O)N,148.35,-3.599656944,1.978445869
2237,C1(=N[C@@H](CN=C1)[C@@H](N)C(=O)O)N,148.35,-3.465421768,1.756309481
2239,C1(=NCN=C1)[C@@H](N)[C@H](N)C(=O)O,148.35,-3.503594329,0.370505989
2243,C1(=N[C@H](C=N1)[C@H](N)C(=O)O)CN,148.35,-5.202742798,2.199635342
2251,C1(=N[C@H](N=CC1)[C@@H](N)C(=O)O)N,148.35,-3.465071809,1.169774496
2267,C1(=NC=N[C@@H](C1)[C@@H](N)C(=O)O)N,148.35,-3.77557045,1.979286582
2269,C1(=NC=NC1)[C@H](N)[C@@H](N)C(=O)O,148.35,-4.501235816,0.530535584
2273,C1(=NC=N[C@@H]1[C@H](N)C(=O)O)CN,148.35,-4.761367415,2.325647115
2281,C1(=N[C@H](CC=N1)[C@H](N)C(=O)O)N,148.35,-3.594412016,1.757434998
2287,C1(=NC[C@H](C=N1)[C@H](N)C(=O)O)N,148.35,-3.787850883,1.975284009
2293,C1(=NCC=N1)[C@@H](N)[C@@H](N)C(=O)O,148.35,-4.942369218,1.752694457
2297,C1(=N[C@H](N=C1)C[C@H](N)C(=O)O)N,148.35,-3.385436046,2.003786137
2309,C1(=NC=N[C@H]1C[C@@H](N)C(=O)O)N,148.35,-4.675572579,2.004794942
2311,C1(=NC=N[C@@H]1N)C[C@@H](N)C(=O)O,148.35,-4.063787878,2.10147541
2333,C1(=N[C@@H](C=N1)C[C@@H](N)C(=O)O)N,148.35,-4.592592338,2.001580213
2339,C1(=N[C@H](C=N1)N)C[C@@H](N)C(=O)O,148.35,-4.50468315,2.046997546
2341,[C@@]1(C=NC=N1)(N)C[C@H](N)C(=O)O,148.026,-3.913109137,2.100869951
2347,[C@@]1(N=CC=N1)(N)C[C@@H](N)C(=O)O,148.026,-3.181933087,1.43652162
2351,C1=N[C@@](CN)(N=C1)[C@H](N)C(=O)O,148.026,-3.388748977,1.953024532
2357,C1=NC[C@](C=N1)(N)[C@@H](N)C(=O)O,148.026,-4.785934158,1.884823113
2371,C1=N[C@](C=N1)(CN)[C@H](N)C(=O)O,148.026,-4.881443176,2.011768211
2377,C1=NCN=C[C@]1(N)[C@@H](N)C(=O)O,148.026,-4.390458652,-5.163973118
2381,C1(=N[C@H](NC=N1)[C@@H](N)C(=O)O)C,149.223,-3.964567229,1.74616614
2383,C1(=NC=N[C@H](N1)[C@@H](N)C(=O)O)C,149.223,-3.755032897,1.746597284
2389,C1(=N[C@H](N=CN1)[C@@H](N)C(=O)O)C,149.223,-3.178705881,1.717052234
2393,C\1(=N/C)/N=C[C@@H](N1)[C@@H](N)C(=O)O,149.223,-3.435910439,1.730629842
2399,C1(=N[C@@H](C=N1)[C@@H](N)C(=O)O)NC,149.223,-4.388608369,1.717022956
2411,C1(=NC=N[C@H]1[C@H](N)C(=O)O)NC,149.223,-4.623039418,1.753759266
2417,C1=N[C@@](C)(NC=N1)[C@H](N)C(=O)O,148.898,-3.782841251,1.748265329
2423,C1=N[C@@](C=N1)(NC)[C@@H](N)C(=O)O,148.898,-3.715913265,2.291293554
2437,C1=N[C@@](C)(N=CN1)[C@@H](N)C(=O)O,148.898,-2.953566673,-0.269449929
2441,C1(=N[C@@](C)(N=C1)[C@@H](N)C(=O)O)N,147.785,-3.249697891,1.740755867
2447,C1(=N[C@@](C=N1)(N)[C@H](N)C(=O)O)C,147.785,-4.102357931,1.64476484
2459,C1(=NC=N[C@@]1(N)[C@@H](N)C(=O)O)C,147.785,-3.662726914,1.647687673
2467,C1(=N[C@](C=N1)(C)[C@H](N)C(=O)O)N,147.785,-3.37699831,1.728997305
2473,C1(=NC=N[C@]1(C)[C@@H](N)C(=O)O)N,147.785,-4.01664349,1.756346383
2477,C1(=N[C@H](N=C1N)[C@@H](N)C(=O)O)C,148.109,-3.380798694,1.738773098
2503,C1(=N[C@@H](C(=N1)N)[C@@H](N)C(=O)O)C,148.109,-4.698786146,1.753716877
2521,C1(=NC(=N[C@H]1[C@H](N)C(=O)O)N)C,148.109,-4.897049286,-1.007354475
2531,C1(=NCN=C1C[C@H](N)C(=O)O)N,148.324,-3.588691393,2.002861031
2539,C1(=NC(=NC1)C[C@H](N)C(=O)O)N,148.324,-4.750150467,2.002133738
2543,C1(=NC(=NC1)N)C[C@@H](N)C(=O)O,148.324,-4.272686382,1.993844068
2549,C1(=N)N=CC[C@@H](N1)[C@H](N)C(=O)O,148.501,-3.522666903,1.761428887
2551,C1(=N)N=C[C@@H](CN1)[C@H](N)C(=O)O,148.501,-3.661943964,1.975620802
2557,C1(=N)N=C[C@@H](N1)C[C@H](N)C(=O)O,148.501,-3.730403882,2.002053912
2579,C1=NCN(C=N1)C[C@H](N)C(=O)O,149.819,-4.138465117,1.768820445
2591,C1=NCN=CN1C[C@H](N)C(=O)O,149.819,-3.701614351,1.856090114
2593,C1(=NC(=N)N[C@H]1[C@@H](N)C(=O)O)C,148.26,-3.15687269,1.730401033
2609,C1(=NC(=N)NC1)C[C@@H](N)C(=O)O,148.475,-3.481392177,1.994331815
2617,C1(=N)N=C[C@H](N1C)[C@H](N)C(=O)O,148.642,-3.358860008,1.729579939
2621,C1=N[C@@H](N(C=N1)C)[C@@H](N)C(=O)O,149.604,-3.710313238,1.745764784
2633,C1=N[C@H](N=CN1C)[C@H](N)C(=O)O,149.604,-2.913424876,-0.142239753
2647,C1=N[C@H](NC)C(=N1)[C@H](N)C(=O)O,149.223,-3.508167674,1.822839646
2657,C1=NCNCC(=N1)[C@@H](N)C(=O)O,149.437,-3.821113873,2.019236749
2659,C1=NCN=C(CN1)[C@H](N)C(=O)O,149.437,-3.447390993,1.361131756
2663,C1=NCC(=NCN1)[C@H](N)C(=O)O,149.437,-3.606037638,1.352163679
2671,C1=NCNCN=C1[C@H](N)C(=O)O,149.437,-2.821840678,2.528041721
2677,C1=NCN=C([C@H]1N)[C@@H](N)C(=O)O,148.35,-3.885294941,1.721600329
2683,C1=N[C@@H](CN)C(=N1)[C@H](N)C(=O)O,148.35,-4.336189072,2.169838558
2687,C1=NC[C@@H](N)C(=N1)[C@H](N)C(=O)O,148.35,-4.256233295,2.223451553
2689,C1=N[C@@H](CN)N=C1[C@H](N)C(=O)O,148.35,-3.327517399,1.94894518
2693,C1(=N[C@@H](N)C(=N1)[C@@H](N)C(=O)O)C,148.109,-3.911361876,1.915001546
2699,[C@@]1(C)(N=CN=C1[C@H](N)C(=O)O)N,147.785,-3.489691195,1.918920848
2707,C1(=N)[C@@H](N=C(C1)[C@H](N)C(=O)O)N,147.387,-3.509766178,1.827735386
2711,C1(=NCC(=N1)[C@@H](N)C(=O)O)NC,149.197,-3.918605968,1.658782256
2713,C\1(=N/C)/N=C(CN1)[C@@H](N)C(=O)O,149.197,-2.967365933,1.657992582
2719,C1(=NCN=C1[C@H](N)C(=O)O)NC,149.197,-2.98325336,1.745240361
2729,C\1(=N/C)/NCN=C1[C@H](N)C(=O)O,149.197,-2.97057173,1.745290466
2731,C1(=NCC(=N1)[C@@H](N)C(=O)O)CN,148.324,-4.714282008,1.9785743
2741,C1(=NCN=C1[C@H](N)C(=O)O)CN,148.324,-3.56519185,1.947589311
2749,C1(=NCCC(=N1)[C@@H](N)C(=O)O)N,148.324,-2.979853784,1.68279016
2753,C1(=N)N=C(CCN1)[C@H](N)C(=O)O,148.475,-2.9107947,1.682810408
2767,C1(=N)N=C(CN1C)[C@H](N)C(=O)O,148.616,-2.907961766,1.658014115
2777,C1=N[C@]2(C=N[C@@H]1N2)[C@@H](N)C(=O)O,138.323,-3.508734398,1.814550932
2789,C1=N[C@H]2N=CN1[C@@H]2[C@H](N)C(=O)O,139.029,-3.54762697,1.892892498
2791,C1=N[C@]2(CN1C=N2)[C@H](N)C(=O)O,138.679,-2.665291174,2.064271888
2797,C1=NC=C(NC=N1)[C@@H](N)C(=O)O,143.251,-4.444521354,1.691651787
2801,C1=NC(=CNC=N1)[C@@H](N)C(=O)O,143.251,-4.458190287,1.762133798
2803,C1=NC=C(N=CN1)[C@@H](N)C(=O)O,143.251,-3.979704545,1.927984432
2819,c\1(=C\[C@@H](N)C(=O)O)/nc[nH]cn1,143.251,-3.42089599,1.805673236
2833,c\1(=C\[C@@H](N)C(=O)O)/ncnc[nH]1,143.251,-3.753882229,1.800163162
2837,C1(=NC=N/C/1=C/[C@H](N)C(=O)O)N,142.137,-4.552208498,1.801567268
2843,C1(=N/C(=C\[C@@H](N)C(=O)O)/N=C1)N,142.137,-3.260209988,1.803315759
2851,C\1(=C\[C@@H](N)C(=O)O)/C=NC(=N1)N,142.137,-3.736097264,1.776642599
2857,C1(=C)N=C(N=C1[C@@H](N)C(=O)O)N,142.451,-2.729844743,1.603469004
2861,C1(=N)C(=C(C=N1)[C@@H](N)C(=O)O)N,141.175,-5.304364687,3.809992805
2879,C1=N[C@H]2N[C@@H]1N=C2[C@H](N)C(=O)O,138.647,-3.302535149,1.783219107
2887,c1(=N)nc(cc[nH]1)[C@@H](N)C(=O)O,142.288,-2.966973611,14.99989791
2897,c1(=N)nccc([nH]1)[C@@H](N)C(=O)O,142.288,-3.441985644,15.00000427
2903,c1(=N)ncc(c[nH]1)[C@@H](N)C(=O)O,142.288,-3.525520299,15.00001048
2909,C\1(=C\[C@@H](N)C(=O)O)/C=NC(=N)N1,142.288,-3.529583422,1.77743053
2917,C1(=C)NC(=N)N=C1[C@@H](N)C(=O)O,142.603,-2.625859261,1.60224077
2927,C\1(=N)/N=C[C@@H](C=N1)[C@H](N)C(=O)O,142.557,-4.125569077,2.877046078
2939,C1(=NC(=N)N=C1)C[C@@H](N)C(=O)O,142.531,-3.123619567,1.918188396
2953,C1=NC=N[C@H](N=C1)[C@@H](N)C(=O)O,143.52,-3.178187829,1.879862019
2957,C1=NC=N[C@H](C=N1)[C@@H](N)C(=O)O,143.52,-4.465361828,1.979366279
2963,C1=NC=NCC(=N1)[C@@H](N)C(=O)O,143.494,-4.004808492,1.822335719
2969,C1=NCN=C(C=N1)[C@@H](N)C(=O)O,143.494,-3.007487639,1.803300118
2971,C1=NCN=CC(=N1)[C@@H](N)C(=O)O,143.494,-3.007147105,1.767521027
2999,C1(=NC(=N)N=C1[C@H](N)C(=O)O)C,142.291,-2.846226062,1.84047233
3001,C\1(=N\C)/N=CC(=N1)[C@H](N)C(=O)O,143.253,-2.821110504,1.826938026
3011,c1(cnc(nc1)[C@@H](N)C(=O)O)N,142.137,-3.693781802,1.211335437
3019,c1(ccnc(n1)[C@H](N)C(=O)O)N,142.137,-3.094728314,-0.197149001
3023,c1(cnc(cn1)[C@H](N)C(=O)O)N,142.137,-3.756282344,-0.151176675
3037,c1(cncc(n1)[C@H](N)C(=O)O)N,142.137,-3.755535973,1.14999788
3041,c1(cc(ncn1)[C@@H](N)C(=O)O)N,142.137,-3.256626876,-0.18508987
3049,c1(cncnc1[C@H](N)C(=O)O)N,142.137,-3.833954996,1.249681134
3061,c1(nccc(n1)[C@@H](N)C(=O)O)N,142.137,-3.161452861,0.151946527
3067,c1(ncc(cn1)[C@@H](N)C(=O)O)N,142.137,-3.54745396,0.562605089
3079,c1(nccnc1[C@@H](N)C(=O)O)N,142.137,-3.75121084,-0.106767174
3083,c1(ncncc1[C@H](N)C(=O)O)N,142.137,-3.652432143,0.050424145
3089,c1(C)ncnc(n1)[C@H](N)C(=O)O,143.253,-2.644304102,0.889430917
3109,c1(ncncn1)C[C@H](N)C(=O)O,143.494,-3.292439968,0.985629357
3119,[C@H](CN)(N)[C@H](N)[C@H](N)C(=O)O,152.075,-5.66356873,2.108034593
3121,C(N)C(CN)(N)[C@@H](N)C(=O)O,151.725,-5.720333253,2.992706177
3137,C(=N\C)(\NC[C@@H](N)C(=O)O)/N,148.067,-3.490152209,2.15949102
3163,C(=N)(NCC[C@@H](N)C(=O)O)N,147.345,-3.663211903,12.51705266
3167,C(=N)(N[C@H](C)[C@H](N)C(=O)O)N,147.13,-3.296225838,2.165707898
3169,C(=N)(NC)NC[C@@H](N)C(=O)O,148.218,-3.434648788,12.72135876
3181,C(=N)(N(C)C[C@@H](N)C(=O)O)N,147.486,-3.450405583,12.65740607
3187,C1NCNC(N1)[C@@H](N)C(=O)O,144.549,-3.952778343,2.418482066
3191,C1=NCN[C@H](N1)[C@H](N)C(=O)O,138.605,-3.559488161,1.852665854
3203,C1=N[C@@H](NCN1)[C@@H](N)C(=O)O,138.605,-3.572371217,1.848690179
3209,C1(=NC[C@H](N1)[C@H](N)C(=O)O)N,137.492,-3.603226597,1.931842689
3217,C1(=N[C@@H](CN1)[C@@H](N)C(=O)O)N,137.492,-3.602471244,1.927077823
3221,C1(=N)NC[C@H](N1)[C@@H](N)C(=O)O,137.643,-3.546978313,1.9314983
3229,c1(ncc([nH]1)[C@H](N)C(=O)O)N,131.279,-3.05132156,1.553000728
3251,c1(nc(c[nH]1)[C@H](N)C(=O)O)N,131.279,-3.011152874,1.436668115
3253,c1(nc[nH]c1[C@H](N)C(=O)O)N,131.279,-3.794005212,1.634425492
3257,c1([nH]cnc1[C@H](N)C(=O)O)N,131.279,-3.23965293,1.46774846
3259,c1(=N)[nH]cc([nH]1)[C@H](N)C(=O)O,131.43,-3.403387458,1.78035378
3271,C1=N[C@H](NC=N1)[C@H](N)C(=O)O,132.662,-4.01002965,1.622232906
3299,C1=N[C@@H](N=CN1)[C@H](N)C(=O)O,132.662,-3.251507437,-0.030566634
3301,C1(=N[C@@H](N=C1)[C@H](N)C(=O)O)N,131.548,-3.625006906,1.616304828
3307,C1(=N[C@H](C=N1)[C@H](N)C(=O)O)N,131.548,-4.657241896,1.588831048
3313,C1(=NC=N[C@H]1[C@H](N)C(=O)O)N,131.548,-4.853812896,1.629428341
3319,C1=N[C@](C=N1)(N)[C@H](N)C(=O)O,131.224,-4.159165499,1.55975709
3323,C1(=N)C=N[C@@H](N1)[C@H](N)C(=O)O,131.699,-3.463229399,1.622608936
3329,C1(=N)N=C[C@@H](N1)[C@H](N)C(=O)O,131.699,-3.620730967,1.606525872
3331,C1=N[C@@H](N)C(=N1)[C@@H](N)C(=O)O,131.548,-3.970298134,1.793759458
3343,C1(=NCC(=N1)[C@H](N)C(=O)O)N,131.522,-4.184195976,1.534501513
3347,C1(=NCN=C1[C@@H](N)C(=O)O)N,131.522,-3.314778426,1.621292322
3359,C1(=N)N=C(CN1)[C@H](N)C(=O)O,131.673,-3.169953263,1.534238867
3361,C1(=N)N=CC(=N1)[C@@H](N)C(=O)O,125.729,-3.049302109,1.7180679
3371,c1ncnc(n1)[C@@H](N)C(=O)O,126.692,-3.248935913,0.655777264
3373,C(=N)(NC[C@@H](N)C(=O)O)N,130.543,-3.712868819,2.059115488
3389,C(CN)N[C@@H](C)[C@@H](N)C(=O)O,158.436,-4.180366506,2.079495074
3391,C(C[C@H](N)[C@@H](N)C(=O)O)NC,158.436,-4.59947769,2.343200111
3407,C(C[C@H](NC)[C@@H](N)C(=O)O)N,158.436,-4.48820929,2.084805507
3413,C(NC)[C@@H](CN)[C@@H](N)C(=O)O,158.436,-4.504325668,2.618261978
3433,C(CNC[C@@H](N)C(=O)O)CN,158.651,-4.536651422,2.081003224
3449,C(CN)NCC[C@@H](N)C(=O)O,158.651,-4.604499363,2.656491582
3457,[C@@H](CC)(NC[C@@H](N)C(=O)O)N,158.436,-3.72449834,2.054556316
3461,[C@H](CN)(NC)C[C@@H](N)C(=O)O,158.436,-4.542447228,2.65516263
3463,[C@H](CNC)(N)C[C@@H](N)C(=O)O,158.436,-4.617610238,2.666106401
3467,C(NC)[C@](C)(N)[C@@H](N)C(=O)O,157.871,-4.190941418,2.215839001
3469,C(N)[C@](C)(NC)[C@@H](N)C(=O)O,157.871,-4.223986405,2.030361744
3491,C(CN)C[C@@H](N)[C@H](N)C(=O)O,157.563,-4.423709616,2.345185183
3499,C(C[C@H](CN)[C@H](N)C(=O)O)N,157.563,-4.843431344,2.670104696
3511,[C@@H](CN)(C)[C@@H](N)[C@@H](N)C(=O)O,157.348,-4.403126646,2.343854229
3517,[C@H](CC)(N)[C@H](N)[C@@H](N)C(=O)O,157.348,-3.877827864,2.27026727
3527,[C@@H](CN)(N)[C@@H](C)[C@H](N)C(=O)O,157.348,-4.459226465,2.670056531
3529,C(C)(C)(N)[C@H](N)[C@H](N)C(=O)O,156.783,-4.116179509,2.271138991
3533,[C@@H](CN)(CC[C@H](N)C(=O)O)N,157.563,-4.474106664,2.697677829
3539,C(CN)(CN)C[C@@H](N)C(=O)O,157.563,-4.805805979,2.696402974
3541,[C@H](CCN)(N)C[C@@H](N)C(=O)O,157.563,-4.845787626,2.667897199
3547,[C@@](CN)(C)(N)C[C@@H](N)C(=O)O,156.998,-4.621261011,2.666574119
3557,C(C[C@](C)(N)[C@@H](N)C(=O)O)N,156.998,-4.611381268,2.347272557
3559,C(C)[C@](CN)(N)[C@H](N)C(=O)O,156.998,-4.004158479,2.280447851
3571,C(N)C(CN)(C)[C@H](N)C(=O)O,156.998,-4.471078098,2.634000176
3581,C(N(C)C)[C@H](N)[C@H](N)C(=O)O,158.576,-4.046136251,2.148497047
3583,C(N)[C@H](N(C)C)[C@@H](N)C(=O)O,158.576,-4.026289847,1.353138102
3593,C(CN)N(C)C[C@H](N)C(=O)O,158.791,-4.220345623,2.907069452
3607,C(NC)[C@H](NC)[C@H](N)C(=O)O,159.309,-4.095469898,1.940393858
3613,C(CNC[C@@H](N)C(=O)O)NC,159.524,-4.308107937,2.064923929
3617,C(N(C)C)NC[C@H](N)C(=O)O,159.664,-3.55070247,2.087709965
3623,C(N(C)C[C@@H](N)C(=O)O)NC,159.664,-3.84803759,1.892359118
3631,CN(C)[C@@H](NC)[C@H](N)C(=O)O,159.45,-3.314135542,1.262072336
3637,C(=C)[C@H](N)[C@@H](N)[C@@H](N)C(=O)O,151.716,-4.002888929,2.201301824
3643,C(=C)(CN)[C@H](N)[C@H](N)C(=O)O,151.69,-4.556356478,2.262705577
3659,C(=C)[C@](CN)(N)[C@H](N)C(=O)O,151.366,-4.155272821,2.197836971
3671,C(=C\[C@@H](N)[C@H](N)C(=O)O)/CN,151.376,-4.612474652,2.264242777
3673,C(=C\[C@H](N)C(=O)O)\[C@H](CN)N,151.376,-4.485811052,2.554149473
3677,[C@@H](CN)(N)C(=C)[C@H](N)C(=O)O,151.69,-4.548559053,2.52608051
3691,C(=C(\CN)/[C@@H](N)C(=O)O)\CN,151.35,-4.995178606,2.526524323
3697,C(=C[C@H](N)C(=O)O)(CN)CN,151.35,-4.910201354,2.552874042
3701,C1CNC(NC1)[C@@H](N)C(=O)O,148.949,-3.804048925,1.12233187
3709,C1CN[C@H](CN1)[C@@H](N)C(=O)O,148.949,-4.235214118,2.846944504
3719,C1C[C@@H](NCN1)[C@H](N)C(=O)O,148.949,-4.12680693,1.879301607
3727,C1NCC(CN1)[C@@H](N)C(=O)O,148.949,-4.001996335,2.371713561
3733,[C@H]1(CNCN1)C[C@H](N)C(=O)O,148.949,-4.131381555,2.427610653
3739,C1(NCCN1)C[C@H](N)C(=O)O,148.949,-3.652790894,2.379328394
3761,C1CNC(C)(N1)[C@H](N)C(=O)O,148.384,-3.671222098,1.170144175
3767,C1NC[C@](C)(N1)[C@@H](N)C(=O)O,148.384,-3.800808251,1.731849188
3769,C1CN[C@@H](N1C)[C@@H](N)C(=O)O,149.089,-3.512827034,1.952055021
3779,C1N(C[C@@H](N1)[C@@H](N)C(=O)O)C,149.089,-3.631880669,1.49688954
3793,C1N(C)[C@H](CN1)[C@@H](N)C(=O)O,149.089,-3.703932041,2.445761751
3797,C1CNCN1C[C@@H](N)C(=O)O,149.304,-4.020124103,2.478860634
3803,[C@@H]1(CN[C@@H](C1)[C@H](N)C(=O)O)N,147.861,-4.575822112,1.85824072
3821,[C@H]1(CCN[C@@H]1[C@@H](N)C(=O)O)N,147.861,-4.55800887,1.812028528
3823,[C@H]1(CNC[C@@H]1[C@@H](N)C(=O)O)N,147.861,-4.621940431,2.397778907
3833,C1C[C@@](CN1)(N)[C@H](N)C(=O)O,147.511,-4.696010777,2.030697481
3847,C1=N[C@@H](C[C@H]1N)[C@H](N)C(=O)O,141.917,-4.558626494,1.714473293
3851,C1=NC[C@H]([C@H]1N)[C@@H](N)C(=O)O,141.917,-4.438909766,2.010774966
3853,C1=N[C@H]([C@@H](C1)N)[C@@H](N)C(=O)O,141.917,-4.324187287,1.678738602
3863,C1=NC[C@@H](N)[C@@H]1[C@H](N)C(=O)O,141.917,-4.490666187,2.003223649
3877,C1=N[C@@](CC1)(N)[C@H](N)C(=O)O,141.567,-3.75638369,1.804556641
3881,C1=NC[C@@](C1)(N)[C@H](N)C(=O)O,141.567,-4.441804725,1.684054988
3889,C1=NCC[C@]1(N)[C@@H](N)C(=O)O,141.567,-4.348278267,1.675213355
3907,C1=NCN[C@@H]1C[C@@H](N)C(=O)O,143.005,-3.805365294,2.02235411
3911,C1=N[C@H](NC1)C[C@H](N)C(=O)O,143.005,-3.587955093,1.753061395
3917,C1=N[C@H](CN1)C[C@@H](N)C(=O)O,143.005,-3.567416649,2.210235403
3919,C1=NC[C@H](N1)C[C@@H](N)C(=O)O,143.005,-3.489331128,2.21054285
3923,C1=N[C@H](NCC1)[C@@H](N)C(=O)O,143.005,-3.602799125,1.072653634
3929,C1=NC[C@@H](NC1)[C@@H](N)C(=O)O,143.005,-4.170562553,1.389219404
3931,C1=N[C@@H](CNC1)[C@@H](N)C(=O)O,143.005,-4.172234245,1.376729758
3943,C1=NCN[C@@H](C1)[C@@H](N)C(=O)O,143.005,-3.796638189,2.057243557
3947,C1=NCC[C@H](N1)[C@@H](N)C(=O)O,143.005,-3.329982435,1.969433176
3967,C1=N[C@@H](CCN1)[C@@H](N)C(=O)O,143.005,-3.333899431,1.964847986
3989,C1=NC[C@H](CN1)[C@@H](N)C(=O)O,143.005,-3.465058468,2.191390934
4001,C1=NCCN[C@@H]1[C@@H](N)C(=O)O,143.005,-4.019723597,1.381403539
4003,C1=NCNC[C@H]1[C@@H](N)C(=O)O,143.005,-3.885162389,1.99191347
4007,C1=N[C@@](C)(NC1)[C@@H](N)C(=O)O,142.44,-3.588209109,3.011430466
4013,C1=NC[C@@](C)(N1)[C@H](N)C(=O)O,142.44,-3.142972578,1.949468499
