ID,SMILES,mib_vol,LogP_Jchem,pKa_uncap
4019,C1=N[C@@](CN1)(C)[C@H](N)C(=O)O,142.44,-3.13706673,1.943734832
4021,C1=NCN[C@]1(C)[C@H](N)C(=O)O,142.44,-3.424484148,1.992181232
4027,C1(=N[C@@H](NC1)[C@H](N)C(=O)O)C,142.764,-3.344145831,1.752292112
4049,C1(=NC[C@H](N1)[C@H](N)C(=O)O)C,142.764,-3.336784321,1.946514223
4051,C1(=N[C@H](CN1)[C@@H](N)C(=O)O)C,142.764,-3.332971534,1.940950334
4057,C1(=NCN[C@@H]1[C@@H](N)C(=O)O)C,142.764,-3.36668656,1.956685363
4073,C1(=NCNC1)C[C@@H](N)C(=O)O,142.979,-3.500340485,1.690492456
4079,C1(=NCCN1)C[C@H](N)C(=O)O,142.979,-3.289894819,1.971473074
4091,C1=N[C@H](N(C1)C)[C@H](N)C(=O)O,143.145,-3.446237569,2.149151846
4093,C1=NC[C@H](N1C)[C@H](N)C(=O)O,143.145,-3.137057623,1.945648749
4099,C1=N[C@@H](CN1C)[C@@H](N)C(=O)O,143.145,-3.132736417,1.940953826
4111,C1=NCN(C)[C@H]1[C@@H](N)C(=O)O,143.145,-3.473487142,2.012635168
4127,C1=NCN(C1)C[C@H](N)C(=O)O,143.36,-3.696927161,2.056024888
4129,C1=NCCN1C[C@H](N)C(=O)O,143.36,-3.196375261,1.965004161
4133,[C@@H]1(CN=C(C1)[C@H](N)C(=O)O)N,141.891,-3.79349989,1.625899827
4139,[C@@H]1(CCN=C1[C@@H](N)C(=O)O)N,141.891,-3.770380485,1.578444537
4153,C1CNCC(=N1)[C@H](N)C(=O)O,142.979,-3.628111888,2.328064836
4157,C1CC(=NCN1)[C@H](N)C(=O)O,142.979,-3.197203454,2.227608212
4159,C1N=C(CN1C)[C@H](N)C(=O)O,143.12,-2.994471806,2.635945947
4177,C1(=C)CN[C@H](N1)[C@@H](N)C(=O)O,143.076,-3.583495946,1.798700931
4201,C1(=C)NCN[C@@H]1[C@@H](N)C(=O)O,143.076,-3.727124295,1.827653609
4211,C1=CN[C@@H](NC1)[C@@H](N)C(=O)O,142.762,-3.500885478,1.802520541
4217,C1=CN[C@@H](CN1)[C@H](N)C(=O)O,142.762,-4.140570198,2.230592028
4219,C1=C[C@H](NCN1)[C@H](N)C(=O)O,142.762,-3.638486048,1.481520778
4229,C1=CN[C@@H](N1)C[C@H](N)C(=O)O,142.762,-3.432348417,-4.321666692
4231,C1(=CNCN1)C[C@H](N)C(=O)O,142.736,-4.146894781,2.282183491
4241,C1=CNCN1C[C@@H](N)C(=O)O,143.117,-3.544162514,2.381267612
4243,C1=CN[C@@H]([C@@H]1N)[C@@H](N)C(=O)O,141.674,-4.229298113,1.762591438
4253,C1(=CN[C@@H](C1)[C@H](N)C(=O)O)N,141.648,-4.823530748,1.811921249
4259,C1(=C[C@H](NC1)[C@@H](N)C(=O)O)N,141.648,-4.660644606,1.806030689
4261,C1=C[C@@](CN1)(N)[C@H](N)C(=O)O,141.324,-4.328636306,1.876993092
4271,C1(=CN[C@H](N1)[C@@H](N)C(=O)O)C,142.521,-3.612548681,-5.973177903
4273,C1=CN[C@](C)(N1)[C@@H](N)C(=O)O,142.197,-3.438660442,-6.047457888
4283,C1=CN[C@@H](N1C)[C@@H](N)C(=O)O,142.902,-3.299555382,1.648117899
4289,C1=C(NCNC1)[C@H](N)C(=O)O,142.736,-4.229437277,2.325524695
4297,C1=C(NCCN1)[C@H](N)C(=O)O,142.736,-4.431513094,1.383441099
4327,C1=C(CNCN1)[C@H](N)C(=O)O,142.736,-4.072263804,2.2925891
4337,C1=C(NCN1C)[C@@H](N)C(=O)O,142.877,-3.794574615,2.56859066
4339,C1=C(N(CN1)C)[C@@H](N)C(=O)O,142.877,-3.795183555,1.576309193
4349,C1=C(NC[C@H]1N)[C@@H](N)C(=O)O,141.648,-4.729497703,1.336856535
4357,C1=C([C@@H](CN1)N)[C@@H](N)C(=O)O,141.648,-4.608963514,1.555855941
4363,C\1(=C/[C@@H](N)C(=O)O)/CNCN1,142.736,-4.142369652,2.330441134
4373,C1(=C[C@H](N)C(=O)O)NCCN1,142.736,-3.474394732,-8.396462738
4391,C1(=C(NCN1)[C@@H](N)C(=O)O)C,142.495,-4.108326483,1.559417053
4397,C1(=C(NCC1)[C@@H](N)C(=O)O)N,141.622,-5.1949027,1.364288353
4409,C1(=C(CNC1)[C@@H](N)C(=O)O)N,141.622,-5.084249919,2.363997721
4421,C1(=C(CCN1)[C@@H](N)C(=O)O)N,141.622,-4.028275356,1.626120799
4423,C1(=C)C=N[C@@H](N1)[C@H](N)C(=O)O,137.132,-3.415024239,1.615933512
4441,C1(=C)N=CN[C@@H]1[C@H](N)C(=O)O,137.132,-3.255005532,1.871156462
4447,C1(=C)NC=N[C@@H]1[C@@H](N)C(=O)O,137.132,-3.245284611,1.865498534
4451,C1=CN[C@@H](N=C1)[C@@H](N)C(=O)O,136.818,-3.542738117,1.617350547
4457,C1=CN[C@H](C=N1)[C@@H](N)C(=O)O,136.818,-3.952827258,1.945006489
4463,C1=C[C@H](NC=N1)[C@H](N)C(=O)O,136.818,-3.098880172,1.879783415
4481,C1=C[C@@H](N=CN1)[C@H](N)C(=O)O,136.818,-3.1288769,1.875017283
4483,c1(c[nH]cn1)C[C@H](N)C(=O)O,136.792,-3.293445043,1.854764611
4493,c1(ncc[nH]1)C[C@H](N)C(=O)O,136.792,-3.299151656,1.85641256
4507,C1(=C[C@H](N=C1)[C@H](N)C(=O)O)N,135.704,-4.35989519,1.638994981
4513,C1(=C[C@H](C=N1)[C@H](N)C(=O)O)N,135.704,-3.961964968,1.983990475
4517,C1(=N[C@@H](C=C1)[C@@H](N)C(=O)O)N,135.704,-4.065190229,1.875212323
4519,C1(=NC=C[C@@H]1[C@@H](N)C(=O)O)N,135.704,-4.312099268,1.885900854
4523,C1=C[C@@](N=C1)(N)[C@H](N)C(=O)O,135.38,-3.363579707,1.97583723
4547,C1=C[C@@](C=N1)(N)[C@H](N)C(=O)O,135.38,-4.080081995,1.581851393
4549,c1cn(cn1)C[C@@H](N)C(=O)O,137.174,-3.276037021,1.851268687
4561,C1(=C)NCN=C1[C@@H](N)C(=O)O,137.106,-3.032926605,1.651306185
4567,C\1(=C\[C@H](N)C(=O)O)/C=NCN1,136.792,-3.912977776,1.910046593
4583,C\1(=C/[C@H](N)C(=O)O)/CNC=N1,136.792,-3.696212726,1.981492563
4591,C\1(=C/[C@H](N)C(=O)O)/CN=CN1,136.792,-3.636475541,1.981828978
4597,C\1(=C\[C@H](N)C(=O)O)/N=CCN1,136.792,-3.774274326,1.805280834
4603,C1=CNCC(=N1)[C@@H](N)C(=O)O,136.792,-3.477858902,1.557353076
4621,C1=CC(=NCN1)[C@@H](N)C(=O)O,136.792,-2.985372933,3.396108135
4637,C1=NCNC(=C1)[C@@H](N)C(=O)O,136.792,-4.06683853,4.37033257
4639,C1=NC=C(NC1)[C@@H](N)C(=O)O,136.792,-4.47527579,1.797524851
4643,C1=NC(=CNC1)[C@@H](N)C(=O)O,136.792,-4.461104172,1.648279713
4649,C1=C(NC=NC1)[C@H](N)C(=O)O,136.792,-3.448927699,1.883554191
4651,C1=C(N=CNC1)[C@H](N)C(=O)O,136.792,-3.432282247,1.879457914
4657,C1=NC=C(CN1)[C@H](N)C(=O)O,136.792,-3.557001445,1.962421971
4663,C1=NCC(=CN1)[C@@H](N)C(=O)O,136.792,-3.616162097,1.962098411
4673,C1=NCNC=C1[C@@H](N)C(=O)O,136.792,-3.897254771,4.227791244
4679,C1=CN=C([C@@H]1N)[C@@H](N)C(=O)O,135.704,-3.525516354,1.50759069
4691,C1=NC(=C[C@H]1N)[C@@H](N)C(=O)O,135.704,-4.737519145,1.642146024
4703,C1=NC=C([C@H]1N)[C@H](N)C(=O)O,135.704,-4.605430942,0.468103642
4721,C1(=CN=C(C1)[C@@H](N)C(=O)O)N,135.678,-3.94602298,1.557941439
4723,C1(=CC(=NC1)[C@@H](N)C(=O)O)N,135.678,-3.928421426,3.93350043
4729,C1(=NCC(=C1)[C@@H](N)C(=O)O)N,135.678,-4.493378509,1.963138878
4733,C1(=C(CN=C1)[C@H](N)C(=O)O)N,135.678,-5.063230668,1.88128127
4751,C1(=NC(=CC1)[C@H](N)C(=O)O)N,135.678,-3.542169483,1.879469691
4759,C1(=NC=C(C1)[C@@H](N)C(=O)O)N,135.678,-4.638493299,13.34301157
4783,C1(=C(N=CC1)[C@@H](N)C(=O)O)N,135.678,-4.999407276,1.049025367
4787,C1(=C(C=NC1)[C@@H](N)C(=O)O)N,135.678,-4.88059519,4.254454517
4789,C1(=NCC=C1[C@@H](N)C(=O)O)N,135.678,-3.318029216,1.883704767
4793,c1(C)ncc([nH]1)[C@@H](N)C(=O)O,136.551,-3.398224838,1.64541427
4799,c1(C)nc(c[nH]1)[C@@H](N)C(=O)O,136.551,-3.081923631,1.51841932
4801,c1(C)nc[nH]c1[C@@H](N)C(=O)O,136.551,-3.514233385,1.679378907
4813,c1(C)[nH]cnc1[C@@H](N)C(=O)O,136.551,-2.828509651,1.530546498
4817,C1(=N)C=C(NC1)[C@H](N)C(=O)O,135.83,-4.268928236,1.90384336
4831,C1(=N)CNC=C1[C@H](N)C(=O)O,135.83,-4.165089093,11.00733713
4861,c1ncc(n1C)[C@H](N)C(=O)O,136.933,-3.31561171,1.544150377
4871,c1nc(cn1C)[C@@H](N)C(=O)O,136.933,-2.947183904,1.447712542
4877,c1c[nH]c(c[nH]1)[C@H](N)C(=O)O,136.549,-4.459017932,1.404868836
4889,c\1(=C/[C@@H](N)C(=O)O)/[nH]cc[nH]1,136.549,-3.454971596,1.669763837
4903,c1(c[nH]c(c1)[C@@H](N)C(=O)O)N,135.435,-3.293913246,2.313885777
4909,c1(ccc([nH]1)[C@H](N)C(=O)O)N,135.435,-3.213299452,2.265486427
4919,c1(cc(c[nH]1)[C@H](N)C(=O)O)N,135.435,-3.140017381,1.269858464
4931,c1(cc[nH]c1[C@H](N)C(=O)O)N,135.435,-3.287609865,2.259414614
4933,c1([nH]ccc1[C@H](N)C(=O)O)N,135.435,-3.132868091,1.270680536
4937,C1=NC[C@@H](N=C1)[C@H](N)C(=O)O,137.061,-3.018484908,1.749588526
4943,C1=N[C@H](N=CC1)[C@H](N)C(=O)O,137.061,-3.432767784,-3.947836486
4951,C1=NC=N[C@@H](C1)[C@@H](N)C(=O)O,137.061,-3.956870164,1.806254594
4957,C1=N[C@@H](C=NC1)[C@@H](N)C(=O)O,137.061,-4.418848985,1.729352495
4967,C1=NC[C@H](C=N1)[C@@H](N)C(=O)O,137.061,-4.058633783,1.831688951
4969,C1=NCN=C[C@@H]1[C@H](N)C(=O)O,137.061,-3.715225781,-3.004652356
4973,C1=N[C@@H](N=C1)C[C@H](N)C(=O)O,137.061,-2.475495291,2.358640078
4987,C1=NC=N[C@H]1C[C@H](N)C(=O)O,137.061,-3.976230822,2.159147515
4993,C1(=NCN=C1)C[C@@H](N)C(=O)O,137.035,-2.652420909,2.382806825
4999,C1(=NC=NC1)C[C@@H](N)C(=O)O,137.035,-3.64954086,3.22767143
5003,C1(=NCC=N1)C[C@@H](N)C(=O)O,137.035,-4.088145055,2.292457487
5009,C1(=N[C@@H](N=C1)[C@@H](N)C(=O)O)C,136.82,-2.542552502,1.962836894
5011,C1(=N[C@H](C=N1)[C@H](N)C(=O)O)C,136.82,-3.984887091,0.855540047
5021,C1(=NC=N[C@@H]1[C@H](N)C(=O)O)C,136.82,-3.545212947,0.852858143
5023,C1=N[C@@](C)(N=C1)[C@H](N)C(=O)O,136.496,-2.494763492,1.962841596
5039,C1=N[C@@](C=N1)(C)[C@H](N)C(=O)O,136.496,-3.598713358,1.92251527
5051,C1=NCC(=NC1)[C@H](N)C(=O)O,137.035,-4.013207669,1.690455925
5059,C1=NCN=C(C1)[C@@H](N)C(=O)O,137.035,-3.04829724,1.709677483
5077,C1=NCCC(=N1)[C@@H](N)C(=O)O,137.035,-3.345090522,2.11398375
5081,C1=NCCN=C1[C@H](N)C(=O)O,137.035,-2.695643801,1.588896055
5087,C1(=NCC(=N1)[C@H](N)C(=O)O)C,136.794,-3.517402024,2.305097712
5099,C1(=NCN=C1[C@@H](N)C(=O)O)C,136.794,-2.367957206,1.925742386
5101,C1(=C)N=CN=C1[C@H](N)C(=O)O,131.163,-3.041634364,1.911910121
5107,C\1(=C/[C@H](N)C(=O)O)/C=NC=N1,130.848,-3.925959788,2.220796168
5113,C\1(=C/[C@H](N)C(=O)O)/N=CC=N1,130.848,-2.331113824,2.077192862
5119,c1cnc(nc1)[C@H](N)C(=O)O,130.848,-2.915864846,1.024852709
5147,c1cnc(cn1)[C@H](N)C(=O)O,130.848,-3.521439622,0.958593249
5153,c1cc(ncn1)[C@H](N)C(=O)O,130.848,-3.009996826,1.051308495
5167,c1ncc(cn1)[C@H](N)C(=O)O,130.848,-3.396890516,1.062601541
5171,C(NC)[C@H](N)[C@H](N)C(=O)O,141.634,-4.469541098,2.141980099
5179,C(N)[C@@H](NC)[C@@H](N)C(=O)O,141.634,-4.492495197,1.961686091
5189,C(CN)NC[C@H](N)C(=O)O,141.849,-4.591101223,2.010129138
5197,C(C[C@@H](N)[C@@H](N)C(=O)O)N,140.761,-4.883439995,2.277104636
5209,C(N)C(CN)[C@H](N)C(=O)O,140.761,-4.84657666,2.569292251
5227,[C@H](CN)(N)C[C@H](N)C(=O)O,140.761,-4.930017834,2.599651303
5231,C(N)[C@](C)(N)[C@@H](N)C(=O)O,140.196,-4.528767544,2.218038354
5233,C1CNC(N1)[C@@H](N)C(=O)O,132.147,-3.914455932,1.076390758
5237,C1NC[C@@H](N1)[C@H](N)C(=O)O,132.147,-4.086419246,1.635223371
5261,C1=N[C@H](NC1)[C@@H](N)C(=O)O,126.203,-3.83803454,2.982252113
5273,C1=NC[C@H](N1)[C@@H](N)C(=O)O,126.203,-3.401549888,1.830260875
5279,C1=N[C@H](CN1)[C@@H](N)C(=O)O,126.203,-3.397069148,1.824880886
5281,C1=NCN[C@@H]1[C@@H](N)C(=O)O,126.203,-3.857912453,1.862217359
5297,C1N=C(CN1)[C@@H](N)C(=O)O,126.177,-3.395757268,2.035039416
5303,C1=CN[C@H](N1)[C@@H](N)C(=O)O,125.96,-3.688303344,-6.161872262
5309,C1=C(NCN1)[C@@H](N)C(=O)O,125.934,-4.183248685,1.468921315
5323,c1ncc([nH]1)[C@@H](N)C(=O)O,119.99,-3.407342318,1.450268134
5333,c1nc(c[nH]1)[C@H](N)C(=O)O,119.99,-3.17919624,1.318487554
5347,C1=N[C@@H](N=C1)[C@H](N)C(=O)O,120.259,-2.74332874,1.824908608
5351,C1=N[C@H](C=N1)[C@H](N)C(=O)O,120.259,-4.035529886,0.749559625
5381,C1=NCC(=N1)[C@H](N)C(=O)O,120.233,-3.571143098,2.384264128
5387,C1=NCN=C1[C@H](N)C(=O)O,120.233,-2.572974488,1.793225203
5393,C(N)[C@H](N)[C@H](N)C(=O)O,123.959,-4.805528331,2.131782369
5399,C(C)[C@H](NC)[C@H](N)C(=O)O,146.906,-2.842986106,2.121368167
5407,C(NC)[C@H](C)[C@H](N)C(=O)O,146.906,-3.245713099,2.699902464
5413,C(CNC[C@H](N)C(=O)O)C,147.121,-2.901463279,2.116428942
5417,C(CC[C@@H](N)C(=O)O)NC,147.121,-3.355024297,2.73676885
5419,CNC(C)(C)[C@@H](N)C(=O)O,146.342,-3.083907594,2.120257079
5431,C(C[C@@H](N)[C@@H](N)C(=O)O)C,146.033,-2.638212466,2.384514516
5437,C(C[C@@H](C)[C@H](N)C(=O)O)N,146.033,-3.300046504,2.740628918
5441,C(C)[C@@H](CN)[C@H](N)C(=O)O,146.033,-3.090790693,2.710726563
5443,C(C)(C)[C@@H](N)[C@H](N)C(=O)O,145.819,-2.717976343,2.384487044
5449,[C@H](CN)(C)C[C@H](N)C(=O)O,146.033,-3.288304737,2.737030507
5471,[C@H](CC)(N)C[C@@H](N)C(=O)O,146.033,-3.060590429,2.707365219
5477,C(C)(C)(N)C[C@@H](N)C(=O)O,145.468,-3.29522866,2.707247214
5479,C(C)[C@@](C)(N)[C@@H](N)C(=O)O,145.468,-2.804606094,2.387891198
5483,C(N)C(C)(C)[C@@H](N)C(=O)O,145.468,-3.059190682,2.712885488
5501,C(N(C)C)C[C@H](N)C(=O)O,147.262,-3.423421249,2.695985107
5503,CN(C)[C@@H](C)[C@@H](N)C(=O)O,147.047,-2.981483175,1.991950685
5507,C(=C)C[C@@H](N)[C@@H](N)C(=O)O,140.402,-2.941904381,2.302870332
5519,C(=C)[C@@H](CN)[C@@H](N)C(=O)O,140.402,-3.394473723,2.622109074
5521,C(=C)(C)[C@@H](N)[C@H](N)C(=O)O,140.161,-2.99218006,2.295634126
5527,C(=C)[C@H](NC)[C@H](N)C(=O)O,141.275,-2.951260152,2.03012565
5531,C(=C)CNC[C@@H](N)C(=O)O,141.49,-3.010858652,2.032651813
5557,C(=C)[C@H](N)C[C@@H](N)C(=O)O,140.402,-3.243137508,2.625372262
5563,C(=C)[C@@](C)(N)[C@@H](N)C(=O)O,139.837,-2.953429815,2.29921224
5569,C(=C\C[C@@H](N)C(=O)O)/CN,140.061,-3.547767458,2.649648109
5573,C(=C\[C@H](N)[C@@H](N)C(=O)O)/C,139.847,-2.849400618,2.295650983
5581,C(=C\[C@H](N)C(=O)O)/CNC,140.935,-3.480822963,2.585263577
5591,C(=C\[C@@H](N)C(=O)O)/CCN,140.061,-3.39895747,2.586766856
5623,C=C(CNC)[C@H](N)C(=O)O,141.249,-3.405590687,2.547567629
5639,C=C(CCN)[C@@H](N)C(=O)O,140.376,-3.546332854,2.589875464
5641,C(=C(\N)/[C@H](N)C(=O)O)/CC,139.821,-2.935268583,2.274126239
5647,C(=C(\C)/[C@@H](N)C(=O)O)/CN,139.821,-3.518060805,2.589899515
5651,C(=C(\CN)/[C@H](N)C(=O)O)\C,139.821,-3.338015324,2.559162385
5653,C(=C\[C@H](N)C(=O)O)(/CN)\C,139.821,-3.497945596,2.585530943
5657,C1CN[C@@H](C1)[C@@H](N)C(=O)O,136.546,-3.311449566,1.870899038
5659,C1C[C@@H](CN1)[C@H](N)C(=O)O,136.546,-3.722506846,2.451087519
5669,C1=CN[C@H](C1)[C@H](N)C(=O)O,130.359,-3.293142582,1.771547549
5683,C1=C[C@H](NC1)[C@H](N)C(=O)O,130.359,-3.366246986,1.779142737
5689,C1=C[C@H](CN1)[C@H](N)C(=O)O,130.359,-3.693482674,2.243078796
5693,C1=N[C@H](CC1)[C@H](N)C(=O)O,130.602,-3.275272196,1.687690832
5701,C1=NC[C@H](C1)[C@H](N)C(=O)O,130.602,-3.689787026,2.027826664
5711,C1=NCC[C@@H]1[C@H](N)C(=O)O,130.602,-3.397669257,2.019907905
5717,C1=C(NCC1)[C@H](N)C(=O)O,130.333,-3.643674931,1.351428368
5737,C1=C(CNC1)[C@H](N)C(=O)O,130.333,-3.777155561,2.298479382
5741,C1=C(CCN1)[C@H](N)C(=O)O,130.333,-3.712097235,1.614145981
5743,C1CN=C(C1)[C@H](N)C(=O)O,130.577,-2.668543701,1.599316948
5749,c1c[nH]c(c1)[C@@H](N)C(=O)O,124.147,-2.466352026,2.245664018
5779,c1cc(c[nH]1)[C@@H](N)C(=O)O,124.147,-2.391674855,2.223871315
5783,C1=C[C@H](N=C1)[C@@H](N)C(=O)O,124.416,-3.085070025,1.595425197
5791,C1=C[C@H](C=N1)[C@@H](N)C(=O)O,124.416,-3.390260304,1.918573429
5801,C1=CN=C(C1)[C@@H](N)C(=O)O,124.39,-2.638994542,1.519118351
5807,C1=CC(=NC1)[C@@H](N)C(=O)O,124.39,-2.494705123,1.608400037
5813,C1=NCC(=C1)[C@@H](N)C(=O)O,124.39,-3.591395127,0.5442197
5821,C1=NC(=CC1)[C@@H](N)C(=O)O,124.39,-3.604475816,1.611031313
5827,C1=NC=C(C1)[C@@H](N)C(=O)O,124.39,-3.719433061,1.755091679
5839,C1=C(C=NC1)[C@@H](N)C(=O)O,124.39,-3.349749234,1.762045618
5843,C(C)[C@H](N)[C@H](N)C(=O)O,129.232,-3.08281818,2.314027067
5849,C(N)[C@H](C)[C@H](N)C(=O)O,129.232,-3.535474922,2.640166178
5851,C(NC)C[C@H](N)C(=O)O,130.32,-3.724117644,2.625763949
5857,C(CC[C@@H](N)C(=O)O)N,129.447,-3.658287608,2.666422703
5861,CN[C@H](C)[C@@H](N)C(=O)O,130.105,-3.360736137,2.048454515
5867,CN(C)C[C@H](N)C(=O)O,130.46,-3.341241894,1.91796772
5869,CC(C)(N)[C@H](N)C(=O)O,128.667,-3.326627574,2.317395762
5879,C(=C)[C@@H](N)[C@@H](N)C(=O)O,123.6,-3.236129061,2.214516996
5881,C=C(CN)[C@H](N)C(=O)O,123.574,-3.726248772,2.47797893
5897,C(=C\[C@H](N)C(=O)O)\CN,123.26,-3.743818025,2.504244304
5903,CNC[C@H](N)C(=O)O,113.518,-3.774539822,1.956561176
5923,C[C@H](N)[C@@H](N)C(=O)O,112.43,-3.604996901,2.224098042
5927,C(N)C[C@@H](N)C(=O)O,112.645,-4.012748771,2.546541067
5939,NC[C@H](N)C(=O)O,95.843,-4.02165137,2.101037509
5953,C(C[C@@H](O)[C@@H](N)C(=O)O)O,134.219,-4.457402866,2.068377239
5981,C(O)C(CO)[C@@H](N)C(=O)O,134.219,-4.523756824,2.086504992
5987,[C@H](C)(O)[C@H](O)[C@H](N)C(=O)O,134.005,-4.100486817,2.0669545
6007,[C@H](CO)(O)C[C@H](N)C(=O)O,134.219,-4.457801293,2.084262551
6011,C(O)[C@](C)(O)[C@H](N)C(=O)O,133.655,-4.236831781,2.068124311
6029,C(OC)[C@H](O)[C@@H](N)C(=O)O,134.946,-3.874899466,2.067118324
6037,C(O)[C@H](OC)[C@@H](N)C(=O)O,134.946,-3.873447565,2.066974754
6043,C(CO)OC[C@@H](N)C(=O)O,135.16,-3.934406802,2.066419797
6047,C(OC)OC[C@@H](N)C(=O)O,135.887,-3.18117036,2.066386647
6053,COC(OC)[C@@H](N)C(=O)O,135.672,-2.961530895,2.044336558
6067,C(=C\[C@@H](O)[C@H](N)C(=O)O)\O,128.033,-3.688158716,1.976402032
6073,C(=C(\O)/[C@H](N)C(=O)O)/CO,128.007,-4.029963394,1.922258245
6079,C(=C(\CO)/[C@H](N)C(=O)O)\O,128.007,-4.0959604,1.933720364
6089,C(=C\[C@H](N)C(=O)O)(/CO)\O,128.007,-4.032112663,1.929417673
6091,C(=O)[C@@H](O)C[C@@H](N)C(=O)O,128.383,-4.296244298,1.87906024
6101,C(=O)C[C@H](O)[C@@H](N)C(=O)O,128.383,-4.271075521,1.863179727
6113,C(=O)[C@H](CO)[C@@H](N)C(=O)O,128.383,-4.378693768,1.874420214
6121,C(=O)(CO)C[C@H](N)C(=O)O,128.357,-3.969908508,1.871935486
6131,C(=O)(C)[C@@H](O)[C@@H](N)C(=O)O,128.142,-3.867166292,1.854719722
6133,C(=O)(O)[C@H](C)[C@H](N)C(=O)O,128.142,-2.96785113,1.874017564
6143,C(=O)[C@](C)(O)[C@@H](N)C(=O)O,127.818,-3.922954482,1.85607731
6151,C(CC(=O)[C@H](N)C(=O)O)O,128.357,-3.621585248,1.793245397
6163,[C@H](C)(O)C(=O)[C@H](N)C(=O)O,128.142,-3.280890869,1.791702449
6173,C(=O)COC[C@@H](N)C(=O)O,129.324,-3.925181552,1.861396377
6197,C(=O)[C@H](OC)[C@H](N)C(=O)O,129.109,-3.711836706,1.854737836
6199,C(=O)(C)OC[C@@H](N)C(=O)O,129.083,-3.44614608,1.861084583
6203,C(=O)(OC)C[C@@H](N)C(=O)O,129.083,-3.336195757,1.870612063
6211,C(OC)C(=O)[C@H](N)C(=O)O,129.083,-3.234055917,1.792036919
6217,C1COC(O1)[C@@H](N)C(=O)O,125.311,-3.13513125,1.805283958
6221,C1OC[C@@H](O1)[C@@H](N)C(=O)O,125.311,-3.293283354,1.827671306
6229,C1=CO[C@H](O1)[C@@H](N)C(=O)O,119.125,-3.061446935,1.719257419
6247,C1=C(OCO1)[C@H](N)C(=O)O,119.099,-3.562004267,1.68111885
6257,C(=O)(/C=C/[C@@H](N)C(=O)O)O,122.171,-3.088329691,1.722586883
6263,C(=C\C(=O)[C@@H](N)C(=O)O)\O,122.171,-2.877407893,1.700573383
6269,C(=O)(O)C(=C)[C@@H](N)C(=O)O,122.485,-3.120762898,1.717263791
6271,C(=O)C(C=O)[C@@H](N)C(=O)O,122.547,-4.064899393,1.663140071
6277,C(=O)(C=O)C[C@H](N)C(=O)O,122.521,-3.063141159,1.667569635
6287,C(=O)CC(=O)[C@@H](N)C(=O)O,122.521,-3.315904038,1.58893571
6299,C(=O)(C)C(=O)[C@@H](N)C(=O)O,122.28,-2.743953698,1.57994358
6301,C(O)[C@H](O)[C@H](N)C(=O)O,117.418,-4.517531651,1.923263985
6311,C(=C(\O)/[C@H](N)C(=O)O)/O,111.205,-3.731812594,1.765742748
6317,C(=O)[C@@H](O)[C@H](N)C(=O)O,111.582,-4.355950482,1.687075913
6323,C(O)C(=O)[C@H](N)C(=O)O,111.556,-3.867002566,1.624174514
6329,C(=O)C(=O)[C@H](N)C(=O)O,105.72,-2.96257081,1.388809631
6337,C(C)[C@@H](O)[C@H](N)C(=O)O,125.961,-2.948043298,2.338019689
6343,C(O)[C@@H](C)[C@H](N)C(=O)O,125.961,-3.348258676,2.357509223
6353,C(CC[C@@H](N)C(=O)O)O,126.176,-3.3102087,2.35526344
6359,CC(C)(O)[C@@H](N)C(=O)O,125.396,-3.190199275,2.339182774
6361,[C@@H](C)(O)C[C@@H](N)C(=O)O,125.961,-3.410861094,2.353905288
6367,C(C)OC[C@H](N)C(=O)O,126.902,-2.886632427,2.336025682
6373,C(OC)C[C@H](N)C(=O)O,126.902,-3.184761929,2.35405963
6379,CO[C@H](C)[C@@H](N)C(=O)O,126.687,-2.827144278,2.338031725
6389,C(=C)[C@H](O)[C@@H](N)C(=O)O,120.329,-3.096314843,2.236841207
6397,C(=C\[C@@H](N)C(=O)O)/CO,119.989,-3.358977844,2.191159095
6421,C=C(CO)[C@@H](N)C(=O)O,120.303,-3.502235845,2.194179107
6427,C(=C\[C@@H](N)C(=O)O)/OC,120.715,-2.943488507,2.190015727
6449,C(=O)CC[C@H](N)C(=O)O,120.34,-3.352672466,2.121741403
6451,C(=O)[C@@H](C)[C@H](N)C(=O)O,120.125,-3.098292918,2.11710562
6469,C(=O)(C)C[C@@H](N)C(=O)O,120.099,-3.152941643,2.113248312
6473,C(C)C(=O)[C@@H](N)C(=O)O,120.099,-2.346834697,2.034592066
6481,C(=C)C(=O)[C@H](N)C(=O)O,114.467,-2.294168485,1.932577632
6491,C(=O)C(=C)[C@H](N)C(=O)O,114.467,-3.188519407,1.955427887
6521,C(=O)/C=C/[C@H](N)C(=O)O,114.153,-3.197772827,1.95714712
6529,COC[C@@H](N)C(=O)O,110.1,-3.244026805,2.205292422
6547,C(O)C[C@@H](N)C(=O)O,109.374,-3.827732512,2.22331965
6551,C(=O)C[C@H](N)C(=O)O,103.538,-3.641399029,1.950886233
6553,CC(=O)[C@H](N)C(=O)O,103.297,-3.060275817,1.872311357
6563,O=C[C@@H](N)C(=O)O,86.736,-3.555665693,1.657152131
6569,C(C)[C@@H](S)[C@H](N)C(=O)O,135.603,-1.8784884,2.560377144
6571,C([C@@H](C)[C@@H](N)C(=O)O)S,135.603,-2.097110663,2.557340812
6577,C(CS)C[C@H](N)C(=O)O,135.818,-2.058997436,2.554874148
6581,CC(C)(S)[C@H](N)C(=O)O,135.039,-2.146518266,2.555552931
