ID,SMILES,mib_vol,LogP_Jchem,pKa_uncap,Type
3673,C(=C\[C@H](N)C(=O)O)\[C@H](CN)N,151.376,-4.485811052,2.554149473,Computational
3677,[C@@H](CN)(N)C(=C)[C@H](N)C(=O)O,151.69,-4.548559053,2.52608051,Computational
3691,C(=C(\CN)/[C@@H](N)C(=O)O)\CN,151.35,-4.995178606,2.526524323,Computational
3697,C(=C[C@H](N)C(=O)O)(CN)CN,151.35,-4.910201354,2.552874042,Computational
3701,C1CNC(NC1)[C@@H](N)C(=O)O,148.949,-3.804048925,1.12233187,Computational
3709,C1CN[C@H](CN1)[C@@H](N)C(=O)O,148.949,-4.235214118,2.846944504,Computational
3719,C1C[C@@H](NCN1)[C@H](N)C(=O)O,148.949,-4.12680693,1.879301607,Computational
3727,C1NCC(CN1)[C@@H](N)C(=O)O,148.949,-4.001996335,2.371713561,Computational
3733,[C@H]1(CNCN1)C[C@H](N)C(=O)O,148.949,-4.131381555,2.427610653,Computational
3739,C1(NCCN1)C[C@H](N)C(=O)O,148.949,-3.652790894,2.379328394,Computational
3761,C1CNC(C)(N1)[C@H](N)C(=O)O,148.384,-3.671222098,1.170144175,Computational
3767,C1NC[C@](C)(N1)[C@@H](N)C(=O)O,148.384,-3.800808251,1.731849188,Computational
3769,C1CN[C@@H](N1C)[C@@H](N)C(=O)O,149.089,-3.512827034,1.952055021,Computational
3779,C1N(C[C@@H](N1)[C@@H](N)C(=O)O)C,149.089,-3.631880669,1.49688954,Computational
3793,C1N(C)[C@H](CN1)[C@@H](N)C(=O)O,149.089,-3.703932041,2.445761751,Computational
3797,C1CNCN1C[C@@H](N)C(=O)O,149.304,-4.020124103,2.478860634,Computational
3803,[C@@H]1(CN[C@@H](C1)[C@H](N)C(=O)O)N,147.861,-4.575822112,1.85824072,Computational
3821,[C@H]1(CCN[C@@H]1[C@@H](N)C(=O)O)N,147.861,-4.55800887,1.812028528,Computational
3823,[C@H]1(CNC[C@@H]1[C@@H](N)C(=O)O)N,147.861,-4.621940431,2.397778907,Computational
3833,C1C[C@@](CN1)(N)[C@H](N)C(=O)O,147.511,-4.696010777,2.030697481,Computational
3847,C1=N[C@@H](C[C@H]1N)[C@H](N)C(=O)O,141.917,-4.558626494,1.714473293,Computational
3851,C1=NC[C@H]([C@H]1N)[C@@H](N)C(=O)O,141.917,-4.438909766,2.010774966,Computational
3853,C1=N[C@H]([C@@H](C1)N)[C@@H](N)C(=O)O,141.917,-4.324187287,1.678738602,Computational
3863,C1=NC[C@@H](N)[C@@H]1[C@H](N)C(=O)O,141.917,-4.490666187,2.003223649,Computational
3877,C1=N[C@@](CC1)(N)[C@H](N)C(=O)O,141.567,-3.75638369,1.804556641,Computational
3881,C1=NC[C@@](C1)(N)[C@H](N)C(=O)O,141.567,-4.441804725,1.684054988,Computational
3889,C1=NCC[C@]1(N)[C@@H](N)C(=O)O,141.567,-4.348278267,1.675213355,Computational
3907,C1=NCN[C@@H]1C[C@@H](N)C(=O)O,143.005,-3.805365294,2.02235411,Computational
3911,C1=N[C@H](NC1)C[C@H](N)C(=O)O,143.005,-3.587955093,1.753061395,Computational
3917,C1=N[C@H](CN1)C[C@@H](N)C(=O)O,143.005,-3.567416649,2.210235403,Computational
3919,C1=NC[C@H](N1)C[C@@H](N)C(=O)O,143.005,-3.489331128,2.21054285,Computational
3923,C1=N[C@H](NCC1)[C@@H](N)C(=O)O,143.005,-3.602799125,1.072653634,Computational
3929,C1=NC[C@@H](NC1)[C@@H](N)C(=O)O,143.005,-4.170562553,1.389219404,Computational
3931,C1=N[C@@H](CNC1)[C@@H](N)C(=O)O,143.005,-4.172234245,1.376729758,Computational
3943,C1=NCN[C@@H](C1)[C@@H](N)C(=O)O,143.005,-3.796638189,2.057243557,Computational
3947,C1=NCC[C@H](N1)[C@@H](N)C(=O)O,143.005,-3.329982435,1.969433176,Computational
3967,C1=N[C@@H](CCN1)[C@@H](N)C(=O)O,143.005,-3.333899431,1.964847986,Computational
3989,C1=NC[C@H](CN1)[C@@H](N)C(=O)O,143.005,-3.465058468,2.191390934,Computational
4001,C1=NCCN[C@@H]1[C@@H](N)C(=O)O,143.005,-4.019723597,1.381403539,Computational
4003,C1=NCNC[C@H]1[C@@H](N)C(=O)O,143.005,-3.885162389,1.99191347,Computational
4007,C1=N[C@@](C)(NC1)[C@@H](N)C(=O)O,142.44,-3.588209109,3.011430466,Computational
4013,C1=NC[C@@](C)(N1)[C@H](N)C(=O)O,142.44,-3.142972578,1.949468499,Computational
4019,C1=N[C@@](CN1)(C)[C@H](N)C(=O)O,142.44,-3.13706673,1.943734832,Computational
4021,C1=NCN[C@]1(C)[C@H](N)C(=O)O,142.44,-3.424484148,1.992181232,Computational
4027,C1(=N[C@@H](NC1)[C@H](N)C(=O)O)C,142.764,-3.344145831,1.752292112,Computational
4049,C1(=NC[C@H](N1)[C@H](N)C(=O)O)C,142.764,-3.336784321,1.946514223,Computational
4051,C1(=N[C@H](CN1)[C@@H](N)C(=O)O)C,142.764,-3.332971534,1.940950334,Computational
4057,C1(=NCN[C@@H]1[C@@H](N)C(=O)O)C,142.764,-3.36668656,1.956685363,Computational
4073,C1(=NCNC1)C[C@@H](N)C(=O)O,142.979,-3.500340485,1.690492456,Computational
4079,C1(=NCCN1)C[C@H](N)C(=O)O,142.979,-3.289894819,1.971473074,Computational
4091,C1=N[C@H](N(C1)C)[C@H](N)C(=O)O,143.145,-3.446237569,2.149151846,Computational
4093,C1=NC[C@H](N1C)[C@H](N)C(=O)O,143.145,-3.137057623,1.945648749,Computational
4099,C1=N[C@@H](CN1C)[C@@H](N)C(=O)O,143.145,-3.132736417,1.940953826,Computational
4111,C1=NCN(C)[C@H]1[C@@H](N)C(=O)O,143.145,-3.473487142,2.012635168,Computational
4127,C1=NCN(C1)C[C@H](N)C(=O)O,143.36,-3.696927161,2.056024888,Computational
4129,C1=NCCN1C[C@H](N)C(=O)O,143.36,-3.196375261,1.965004161,Computational
4133,[C@@H]1(CN=C(C1)[C@H](N)C(=O)O)N,141.891,-3.79349989,1.625899827,Computational
4139,[C@@H]1(CCN=C1[C@@H](N)C(=O)O)N,141.891,-3.770380485,1.578444537,Computational
4153,C1CNCC(=N1)[C@H](N)C(=O)O,142.979,-3.628111888,2.328064836,Computational
4157,C1CC(=NCN1)[C@H](N)C(=O)O,142.979,-3.197203454,2.227608212,Computational
4159,C1N=C(CN1C)[C@H](N)C(=O)O,143.12,-2.994471806,2.635945947,Computational
4177,C1(=C)CN[C@H](N1)[C@@H](N)C(=O)O,143.076,-3.583495946,1.798700931,Computational
4201,C1(=C)NCN[C@@H]1[C@@H](N)C(=O)O,143.076,-3.727124295,1.827653609,Computational
4211,C1=CN[C@@H](NC1)[C@@H](N)C(=O)O,142.762,-3.500885478,1.802520541,Computational
4217,C1=CN[C@@H](CN1)[C@H](N)C(=O)O,142.762,-4.140570198,2.230592028,Computational
4219,C1=C[C@H](NCN1)[C@H](N)C(=O)O,142.762,-3.638486048,1.481520778,Computational
4229,C1=CN[C@@H](N1)C[C@H](N)C(=O)O,142.762,-3.432348417,-4.321666692,Computational
4231,C1(=CNCN1)C[C@H](N)C(=O)O,142.736,-4.146894781,2.282183491,Computational
4241,C1=CNCN1C[C@@H](N)C(=O)O,143.117,-3.544162514,2.381267612,Computational
4243,C1=CN[C@@H]([C@@H]1N)[C@@H](N)C(=O)O,141.674,-4.229298113,1.762591438,Computational
4253,C1(=CN[C@@H](C1)[C@H](N)C(=O)O)N,141.648,-4.823530748,1.811921249,Computational
4259,C1(=C[C@H](NC1)[C@@H](N)C(=O)O)N,141.648,-4.660644606,1.806030689,Computational
4261,C1=C[C@@](CN1)(N)[C@H](N)C(=O)O,141.324,-4.328636306,1.876993092,Computational
4271,C1(=CN[C@H](N1)[C@@H](N)C(=O)O)C,142.521,-3.612548681,-5.973177903,Computational
4273,C1=CN[C@](C)(N1)[C@@H](N)C(=O)O,142.197,-3.438660442,-6.047457888,Computational
4283,C1=CN[C@@H](N1C)[C@@H](N)C(=O)O,142.902,-3.299555382,1.648117899,Computational
4289,C1=C(NCNC1)[C@H](N)C(=O)O,142.736,-4.229437277,2.325524695,Computational
4297,C1=C(NCCN1)[C@H](N)C(=O)O,142.736,-4.431513094,1.383441099,Computational
4327,C1=C(CNCN1)[C@H](N)C(=O)O,142.736,-4.072263804,2.2925891,Computational
4337,C1=C(NCN1C)[C@@H](N)C(=O)O,142.877,-3.794574615,2.56859066,Computational
4339,C1=C(N(CN1)C)[C@@H](N)C(=O)O,142.877,-3.795183555,1.576309193,Computational
4349,C1=C(NC[C@H]1N)[C@@H](N)C(=O)O,141.648,-4.729497703,1.336856535,Computational
4357,C1=C([C@@H](CN1)N)[C@@H](N)C(=O)O,141.648,-4.608963514,1.555855941,Computational
4363,C\1(=C/[C@@H](N)C(=O)O)/CNCN1,142.736,-4.142369652,2.330441134,Computational
4373,C1(=C[C@H](N)C(=O)O)NCCN1,142.736,-3.474394732,-8.396462738,Computational
4391,C1(=C(NCN1)[C@@H](N)C(=O)O)C,142.495,-4.108326483,1.559417053,Computational
4397,C1(=C(NCC1)[C@@H](N)C(=O)O)N,141.622,-5.1949027,1.364288353,Computational
4409,C1(=C(CNC1)[C@@H](N)C(=O)O)N,141.622,-5.084249919,2.363997721,Computational
4421,C1(=C(CCN1)[C@@H](N)C(=O)O)N,141.622,-4.028275356,1.626120799,Computational
4423,C1(=C)C=N[C@@H](N1)[C@H](N)C(=O)O,137.132,-3.415024239,1.615933512,Computational
4441,C1(=C)N=CN[C@@H]1[C@H](N)C(=O)O,137.132,-3.255005532,1.871156462,Computational
4447,C1(=C)NC=N[C@@H]1[C@@H](N)C(=O)O,137.132,-3.245284611,1.865498534,Computational
4451,C1=CN[C@@H](N=C1)[C@@H](N)C(=O)O,136.818,-3.542738117,1.617350547,Computational
4457,C1=CN[C@H](C=N1)[C@@H](N)C(=O)O,136.818,-3.952827258,1.945006489,Computational
4463,C1=C[C@H](NC=N1)[C@H](N)C(=O)O,136.818,-3.098880172,1.879783415,Computational
4481,C1=C[C@@H](N=CN1)[C@H](N)C(=O)O,136.818,-3.1288769,1.875017283,Computational
4483,c1(c[nH]cn1)C[C@H](N)C(=O)O,136.792,-3.293445043,1.854764611,Computational
4493,c1(ncc[nH]1)C[C@H](N)C(=O)O,136.792,-3.299151656,1.85641256,Computational
4507,C1(=C[C@H](N=C1)[C@H](N)C(=O)O)N,135.704,-4.35989519,1.638994981,Computational
4513,C1(=C[C@H](C=N1)[C@H](N)C(=O)O)N,135.704,-3.961964968,1.983990475,Computational
4517,C1(=N[C@@H](C=C1)[C@@H](N)C(=O)O)N,135.704,-4.065190229,1.875212323,Computational
4519,C1(=NC=C[C@@H]1[C@@H](N)C(=O)O)N,135.704,-4.312099268,1.885900854,Computational
4523,C1=C[C@@](N=C1)(N)[C@H](N)C(=O)O,135.38,-3.363579707,1.97583723,Computational
4547,C1=C[C@@](C=N1)(N)[C@H](N)C(=O)O,135.38,-4.080081995,1.581851393,Computational
4549,c1cn(cn1)C[C@@H](N)C(=O)O,137.174,-3.276037021,1.851268687,Computational
4561,C1(=C)NCN=C1[C@@H](N)C(=O)O,137.106,-3.032926605,1.651306185,Computational
4567,C\1(=C\[C@H](N)C(=O)O)/C=NCN1,136.792,-3.912977776,1.910046593,Computational
4583,C\1(=C/[C@H](N)C(=O)O)/CNC=N1,136.792,-3.696212726,1.981492563,Computational
4591,C\1(=C/[C@H](N)C(=O)O)/CN=CN1,136.792,-3.636475541,1.981828978,Computational
4597,C\1(=C\[C@H](N)C(=O)O)/N=CCN1,136.792,-3.774274326,1.805280834,Computational
4603,C1=CNCC(=N1)[C@@H](N)C(=O)O,136.792,-3.477858902,1.557353076,Computational
4621,C1=CC(=NCN1)[C@@H](N)C(=O)O,136.792,-2.985372933,3.396108135,Computational
4637,C1=NCNC(=C1)[C@@H](N)C(=O)O,136.792,-4.06683853,4.37033257,Computational
4639,C1=NC=C(NC1)[C@@H](N)C(=O)O,136.792,-4.47527579,1.797524851,Computational
4643,C1=NC(=CNC1)[C@@H](N)C(=O)O,136.792,-4.461104172,1.648279713,Computational
4649,C1=C(NC=NC1)[C@H](N)C(=O)O,136.792,-3.448927699,1.883554191,Computational
4651,C1=C(N=CNC1)[C@H](N)C(=O)O,136.792,-3.432282247,1.879457914,Computational
4657,C1=NC=C(CN1)[C@H](N)C(=O)O,136.792,-3.557001445,1.962421971,Computational
4663,C1=NCC(=CN1)[C@@H](N)C(=O)O,136.792,-3.616162097,1.962098411,Computational
4673,C1=NCNC=C1[C@@H](N)C(=O)O,136.792,-3.897254771,4.227791244,Computational
4679,C1=CN=C([C@@H]1N)[C@@H](N)C(=O)O,135.704,-3.525516354,1.50759069,Computational
4691,C1=NC(=C[C@H]1N)[C@@H](N)C(=O)O,135.704,-4.737519145,1.642146024,Computational
4703,C1=NC=C([C@H]1N)[C@H](N)C(=O)O,135.704,-4.605430942,0.468103642,Computational
4721,C1(=CN=C(C1)[C@@H](N)C(=O)O)N,135.678,-3.94602298,1.557941439,Computational
4723,C1(=CC(=NC1)[C@@H](N)C(=O)O)N,135.678,-3.928421426,3.93350043,Computational
4729,C1(=NCC(=C1)[C@@H](N)C(=O)O)N,135.678,-4.493378509,1.963138878,Computational
4733,C1(=C(CN=C1)[C@H](N)C(=O)O)N,135.678,-5.063230668,1.88128127,Computational
4751,C1(=NC(=CC1)[C@H](N)C(=O)O)N,135.678,-3.542169483,1.879469691,Computational
4759,C1(=NC=C(C1)[C@@H](N)C(=O)O)N,135.678,-4.638493299,13.34301157,Computational
4783,C1(=C(N=CC1)[C@@H](N)C(=O)O)N,135.678,-4.999407276,1.049025367,Computational
4787,C1(=C(C=NC1)[C@@H](N)C(=O)O)N,135.678,-4.88059519,4.254454517,Computational
4789,C1(=NCC=C1[C@@H](N)C(=O)O)N,135.678,-3.318029216,1.883704767,Computational
4793,c1(C)ncc([nH]1)[C@@H](N)C(=O)O,136.551,-3.398224838,1.64541427,Computational
4799,c1(C)nc(c[nH]1)[C@@H](N)C(=O)O,136.551,-3.081923631,1.51841932,Computational
4801,c1(C)nc[nH]c1[C@@H](N)C(=O)O,136.551,-3.514233385,1.679378907,Computational
4813,c1(C)[nH]cnc1[C@@H](N)C(=O)O,136.551,-2.828509651,1.530546498,Computational
4817,C1(=N)C=C(NC1)[C@H](N)C(=O)O,135.83,-4.268928236,1.90384336,Computational
4831,C1(=N)CNC=C1[C@H](N)C(=O)O,135.83,-4.165089093,11.00733713,Computational
4861,c1ncc(n1C)[C@H](N)C(=O)O,136.933,-3.31561171,1.544150377,Computational
4871,c1nc(cn1C)[C@@H](N)C(=O)O,136.933,-2.947183904,1.447712542,Computational
4877,c1c[nH]c(c[nH]1)[C@H](N)C(=O)O,136.549,-4.459017932,1.404868836,Computational
4889,c\1(=C/[C@@H](N)C(=O)O)/[nH]cc[nH]1,136.549,-3.454971596,1.669763837,Computational
4903,c1(c[nH]c(c1)[C@@H](N)C(=O)O)N,135.435,-3.293913246,2.313885777,Computational
4909,c1(ccc([nH]1)[C@H](N)C(=O)O)N,135.435,-3.213299452,2.265486427,Computational
4919,c1(cc(c[nH]1)[C@H](N)C(=O)O)N,135.435,-3.140017381,1.269858464,Computational
4931,c1(cc[nH]c1[C@H](N)C(=O)O)N,135.435,-3.287609865,2.259414614,Computational
4933,c1([nH]ccc1[C@H](N)C(=O)O)N,135.435,-3.132868091,1.270680536,Computational
4937,C1=NC[C@@H](N=C1)[C@H](N)C(=O)O,137.061,-3.018484908,1.749588526,Computational
4943,C1=N[C@H](N=CC1)[C@H](N)C(=O)O,137.061,-3.432767784,-3.947836486,Computational
4951,C1=NC=N[C@@H](C1)[C@@H](N)C(=O)O,137.061,-3.956870164,1.806254594,Computational
4957,C1=N[C@@H](C=NC1)[C@@H](N)C(=O)O,137.061,-4.418848985,1.729352495,Computational
4967,C1=NC[C@H](C=N1)[C@@H](N)C(=O)O,137.061,-4.058633783,1.831688951,Computational
4969,C1=NCN=C[C@@H]1[C@H](N)C(=O)O,137.061,-3.715225781,-3.004652356,Computational
4973,C1=N[C@@H](N=C1)C[C@H](N)C(=O)O,137.061,-2.475495291,2.358640078,Computational
4987,C1=NC=N[C@H]1C[C@H](N)C(=O)O,137.061,-3.976230822,2.159147515,Computational
4993,C1(=NCN=C1)C[C@@H](N)C(=O)O,137.035,-2.652420909,2.382806825,Computational
4999,C1(=NC=NC1)C[C@@H](N)C(=O)O,137.035,-3.64954086,3.22767143,Computational
5003,C1(=NCC=N1)C[C@@H](N)C(=O)O,137.035,-4.088145055,2.292457487,Computational
5009,C1(=N[C@@H](N=C1)[C@@H](N)C(=O)O)C,136.82,-2.542552502,1.962836894,Computational
5011,C1(=N[C@H](C=N1)[C@H](N)C(=O)O)C,136.82,-3.984887091,0.855540047,Computational
5021,C1(=NC=N[C@@H]1[C@H](N)C(=O)O)C,136.82,-3.545212947,0.852858143,Computational
5023,C1=N[C@@](C)(N=C1)[C@H](N)C(=O)O,136.496,-2.494763492,1.962841596,Computational
5039,C1=N[C@@](C=N1)(C)[C@H](N)C(=O)O,136.496,-3.598713358,1.92251527,Computational
5051,C1=NCC(=NC1)[C@H](N)C(=O)O,137.035,-4.013207669,1.690455925,Computational
5059,C1=NCN=C(C1)[C@@H](N)C(=O)O,137.035,-3.04829724,1.709677483,Computational
5077,C1=NCCC(=N1)[C@@H](N)C(=O)O,137.035,-3.345090522,2.11398375,Computational
5081,C1=NCCN=C1[C@H](N)C(=O)O,137.035,-2.695643801,1.588896055,Computational
5087,C1(=NCC(=N1)[C@H](N)C(=O)O)C,136.794,-3.517402024,2.305097712,Computational
5099,C1(=NCN=C1[C@@H](N)C(=O)O)C,136.794,-2.367957206,1.925742386,Computational
5101,C1(=C)N=CN=C1[C@H](N)C(=O)O,131.163,-3.041634364,1.911910121,Computational
5107,C\1(=C/[C@H](N)C(=O)O)/C=NC=N1,130.848,-3.925959788,2.220796168,Computational
5113,C\1(=C/[C@H](N)C(=O)O)/N=CC=N1,130.848,-2.331113824,2.077192862,Computational
5119,c1cnc(nc1)[C@H](N)C(=O)O,130.848,-2.915864846,1.024852709,Computational
5147,c1cnc(cn1)[C@H](N)C(=O)O,130.848,-3.521439622,0.958593249,Computational
5153,c1cc(ncn1)[C@H](N)C(=O)O,130.848,-3.009996826,1.051308495,Computational
5167,c1ncc(cn1)[C@H](N)C(=O)O,130.848,-3.396890516,1.062601541,Computational
5171,C(NC)[C@H](N)[C@H](N)C(=O)O,141.634,-4.469541098,2.141980099,Computational
5179,C(N)[C@@H](NC)[C@@H](N)C(=O)O,141.634,-4.492495197,1.961686091,Computational
5189,C(CN)NC[C@H](N)C(=O)O,141.849,-4.591101223,2.010129138,Computational
5197,C(C[C@@H](N)[C@@H](N)C(=O)O)N,140.761,-4.883439995,2.277104636,Computational
5209,C(N)C(CN)[C@H](N)C(=O)O,140.761,-4.84657666,2.569292251,Computational
5227,[C@H](CN)(N)C[C@H](N)C(=O)O,140.761,-4.930017834,2.599651303,Computational
5231,C(N)[C@](C)(N)[C@@H](N)C(=O)O,140.196,-4.528767544,2.218038354,Computational
5233,C1CNC(N1)[C@@H](N)C(=O)O,132.147,-3.914455932,1.076390758,Computational
5237,C1NC[C@@H](N1)[C@H](N)C(=O)O,132.147,-4.086419246,1.635223371,Computational
5261,C1=N[C@H](NC1)[C@@H](N)C(=O)O,126.203,-3.83803454,2.982252113,Computational
5273,C1=NC[C@H](N1)[C@@H](N)C(=O)O,126.203,-3.401549888,1.830260875,Computational
5279,C1=N[C@H](CN1)[C@@H](N)C(=O)O,126.203,-3.397069148,1.824880886,Computational
5281,C1=NCN[C@@H]1[C@@H](N)C(=O)O,126.203,-3.857912453,1.862217359,Computational
5297,C1N=C(CN1)[C@@H](N)C(=O)O,126.177,-3.395757268,2.035039416,Computational
5303,C1=CN[C@H](N1)[C@@H](N)C(=O)O,125.96,-3.688303344,-6.161872262,Computational
5309,C1=C(NCN1)[C@@H](N)C(=O)O,125.934,-4.183248685,1.468921315,Computational
5323,c1ncc([nH]1)[C@@H](N)C(=O)O,119.99,-3.407342318,1.450268134,Computational
5333,c1nc(c[nH]1)[C@H](N)C(=O)O,119.99,-3.17919624,1.318487554,Computational
5347,C1=N[C@@H](N=C1)[C@H](N)C(=O)O,120.259,-2.74332874,1.824908608,Computational
5351,C1=N[C@H](C=N1)[C@H](N)C(=O)O,120.259,-4.035529886,0.749559625,Computational
5381,C1=NCC(=N1)[C@H](N)C(=O)O,120.233,-3.571143098,2.384264128,Computational
5387,C1=NCN=C1[C@H](N)C(=O)O,120.233,-2.572974488,1.793225203,Computational
5393,C(N)[C@H](N)[C@H](N)C(=O)O,123.959,-4.805528331,2.131782369,Computational
5399,C(C)[C@H](NC)[C@H](N)C(=O)O,146.906,-2.842986106,2.121368167,Computational
5407,C(NC)[C@H](C)[C@H](N)C(=O)O,146.906,-3.245713099,2.699902464,Computational
5413,C(CNC[C@H](N)C(=O)O)C,147.121,-2.901463279,2.116428942,Computational
5417,C(CC[C@@H](N)C(=O)O)NC,147.121,-3.355024297,2.73676885,Computational
5419,CNC(C)(C)[C@@H](N)C(=O)O,146.342,-3.083907594,2.120257079,Computational
5431,C(C[C@@H](N)[C@@H](N)C(=O)O)C,146.033,-2.638212466,2.384514516,Computational
5437,C(C[C@@H](C)[C@H](N)C(=O)O)N,146.033,-3.300046504,2.740628918,Computational
5441,C(C)[C@@H](CN)[C@H](N)C(=O)O,146.033,-3.090790693,2.710726563,Computational
5443,C(C)(C)[C@@H](N)[C@H](N)C(=O)O,145.819,-2.717976343,2.384487044,Computational
5449,[C@H](CN)(C)C[C@H](N)C(=O)O,146.033,-3.288304737,2.737030507,Computational
5471,[C@H](CC)(N)C[C@@H](N)C(=O)O,146.033,-3.060590429,2.707365219,Computational
5477,C(C)(C)(N)C[C@@H](N)C(=O)O,145.468,-3.29522866,2.707247214,Computational
5479,C(C)[C@@](C)(N)[C@@H](N)C(=O)O,145.468,-2.804606094,2.387891198,Computational
5483,C(N)C(C)(C)[C@@H](N)C(=O)O,145.468,-3.059190682,2.712885488,Computational
5501,C(N(C)C)C[C@H](N)C(=O)O,147.262,-3.423421249,2.695985107,Computational
5503,CN(C)[C@@H](C)[C@@H](N)C(=O)O,147.047,-2.981483175,1.991950685,Computational
5507,C(=C)C[C@@H](N)[C@@H](N)C(=O)O,140.402,-2.941904381,2.302870332,Computational
5519,C(=C)[C@@H](CN)[C@@H](N)C(=O)O,140.402,-3.394473723,2.622109074,Computational
5521,C(=C)(C)[C@@H](N)[C@H](N)C(=O)O,140.161,-2.99218006,2.295634126,Computational
5527,C(=C)[C@H](NC)[C@H](N)C(=O)O,141.275,-2.951260152,2.03012565,Computational
5531,C(=C)CNC[C@@H](N)C(=O)O,141.49,-3.010858652,2.032651813,Computational
5557,C(=C)[C@H](N)C[C@@H](N)C(=O)O,140.402,-3.243137508,2.625372262,Computational
5563,C(=C)[C@@](C)(N)[C@@H](N)C(=O)O,139.837,-2.953429815,2.29921224,Computational
5569,C(=C\C[C@@H](N)C(=O)O)/CN,140.061,-3.547767458,2.649648109,Computational
5573,C(=C\[C@H](N)[C@@H](N)C(=O)O)/C,139.847,-2.849400618,2.295650983,Computational
5581,C(=C\[C@H](N)C(=O)O)/CNC,140.935,-3.480822963,2.585263577,Computational
5591,C(=C\[C@@H](N)C(=O)O)/CCN,140.061,-3.39895747,2.586766856,Computational
5623,C=C(CNC)[C@H](N)C(=O)O,141.249,-3.405590687,2.547567629,Computational
5639,C=C(CCN)[C@@H](N)C(=O)O,140.376,-3.546332854,2.589875464,Computational
5641,C(=C(\N)/[C@H](N)C(=O)O)/CC,139.821,-2.935268583,2.274126239,Computational
5647,C(=C(\C)/[C@@H](N)C(=O)O)/CN,139.821,-3.518060805,2.589899515,Computational
5651,C(=C(\CN)/[C@H](N)C(=O)O)\C,139.821,-3.338015324,2.559162385,Computational
5653,C(=C\[C@H](N)C(=O)O)(/CN)\C,139.821,-3.497945596,2.585530943,Computational
5657,C1CN[C@@H](C1)[C@@H](N)C(=O)O,136.546,-3.311449566,1.870899038,Computational
5659,C1C[C@@H](CN1)[C@H](N)C(=O)O,136.546,-3.722506846,2.451087519,Computational
5669,C1=CN[C@H](C1)[C@H](N)C(=O)O,130.359,-3.293142582,1.771547549,Computational
5683,C1=C[C@H](NC1)[C@H](N)C(=O)O,130.359,-3.366246986,1.779142737,Computational
5689,C1=C[C@H](CN1)[C@H](N)C(=O)O,130.359,-3.693482674,2.243078796,Computational
5693,C1=N[C@H](CC1)[C@H](N)C(=O)O,130.602,-3.275272196,1.687690832,Computational
5701,C1=NC[C@H](C1)[C@H](N)C(=O)O,130.602,-3.689787026,2.027826664,Computational
5711,C1=NCC[C@@H]1[C@H](N)C(=O)O,130.602,-3.397669257,2.019907905,Computational
5717,C1=C(NCC1)[C@H](N)C(=O)O,130.333,-3.643674931,1.351428368,Computational
5737,C1=C(CNC1)[C@H](N)C(=O)O,130.333,-3.777155561,2.298479382,Computational
5741,C1=C(CCN1)[C@H](N)C(=O)O,130.333,-3.712097235,1.614145981,Computational
5743,C1CN=C(C1)[C@H](N)C(=O)O,130.577,-2.668543701,1.599316948,Computational
5749,c1c[nH]c(c1)[C@@H](N)C(=O)O,124.147,-2.466352026,2.245664018,Computational
5779,c1cc(c[nH]1)[C@@H](N)C(=O)O,124.147,-2.391674855,2.223871315,Computational
5783,C1=C[C@H](N=C1)[C@@H](N)C(=O)O,124.416,-3.085070025,1.595425197,Computational
5791,C1=C[C@H](C=N1)[C@@H](N)C(=O)O,124.416,-3.390260304,1.918573429,Computational
5801,C1=CN=C(C1)[C@@H](N)C(=O)O,124.39,-2.638994542,1.519118351,Computational
5807,C1=CC(=NC1)[C@@H](N)C(=O)O,124.39,-2.494705123,1.608400037,Computational
5813,C1=NCC(=C1)[C@@H](N)C(=O)O,124.39,-3.591395127,0.5442197,Computational
5821,C1=NC(=CC1)[C@@H](N)C(=O)O,124.39,-3.604475816,1.611031313,Computational
5827,C1=NC=C(C1)[C@@H](N)C(=O)O,124.39,-3.719433061,1.755091679,Computational
5839,C1=C(C=NC1)[C@@H](N)C(=O)O,124.39,-3.349749234,1.762045618,Computational
5843,C(C)[C@H](N)[C@H](N)C(=O)O,129.232,-3.08281818,2.314027067,Computational
5849,C(N)[C@H](C)[C@H](N)C(=O)O,129.232,-3.535474922,2.640166178,Computational
5851,C(NC)C[C@H](N)C(=O)O,130.32,-3.724117644,2.625763949,Computational
5857,C(CC[C@@H](N)C(=O)O)N,129.447,-3.658287608,2.666422703,Computational
5861,CN[C@H](C)[C@@H](N)C(=O)O,130.105,-3.360736137,2.048454515,Computational
5867,CN(C)C[C@H](N)C(=O)O,130.46,-3.341241894,1.91796772,Computational
5869,CC(C)(N)[C@H](N)C(=O)O,128.667,-3.326627574,2.317395762,Computational
5879,C(=C)[C@@H](N)[C@@H](N)C(=O)O,123.6,-3.236129061,2.214516996,Computational
5881,C=C(CN)[C@H](N)C(=O)O,123.574,-3.726248772,2.47797893,Computational
5897,C(=C\[C@H](N)C(=O)O)\CN,123.26,-3.743818025,2.504244304,Computational
5903,CNC[C@H](N)C(=O)O,113.518,-3.774539822,1.956561176,Computational
5923,C[C@H](N)[C@@H](N)C(=O)O,112.43,-3.604996901,2.224098042,Computational
5927,C(N)C[C@@H](N)C(=O)O,112.645,-4.012748771,2.546541067,Computational
5939,NC[C@H](N)C(=O)O,95.843,-4.02165137,2.101037509,Computational
5953,C(C[C@@H](O)[C@@H](N)C(=O)O)O,134.219,-4.457402866,2.068377239,Computational
5981,C(O)C(CO)[C@@H](N)C(=O)O,134.219,-4.523756824,2.086504992,Computational
