ID,SMILES,mib_vol,LogP_Jchem,pKa_uncap,Type
1627,C1(=C(NC=NC1)[C@@H](N)C(=O)O)N,148.081,-4.765694756,1.900770395,Computational
1637,C1(=C(N=CNC1)[C@@H](N)C(=O)O)N,148.081,-4.758551515,1.896293044,Computational
1657,C1(=NCC=C(N1)[C@H](N)C(=O)O)N,148.081,-3.644215703,1.942093602,Computational
1663,C1(=NC(=CCN1)[C@H](N)C(=O)O)N,148.081,-3.644162654,1.93855677,Computational
1667,C1(=NC=C(CN1)[C@H](N)C(=O)O)N,148.081,-3.712702376,1.998183057,Computational
1669,C1(=NCC(=CN1)[C@@H](N)C(=O)O)N,148.081,-3.716223904,1.998053766,Computational
1693,C1(=CN=C([C@H]1N)[C@H](N)C(=O)O)N,146.993,-4.828362587,0.954675768,Computational
1697,C1(=C[C@H](N)C(=N1)[C@@H](N)C(=O)O)N,146.993,-3.973220602,1.508664946,Computational
1699,C1(=N[C@H](N)C(=C1)[C@H](N)C(=O)O)N,146.993,-4.938886848,2.253529468,Computational
1709,C1(=C([C@H](N=C1)N)[C@H](N)C(=O)O)N,146.993,-5.166676564,1.808559511,Computational
1721,C1(=NC(=C[C@H]1N)[C@@H](N)C(=O)O)N,146.993,-4.44593877,1.895160505,Computational
1723,C1(=NC=C([C@H]1N)[C@@H](N)C(=O)O)N,146.993,-5.494797041,1.940260998,Computational
1733,C1(=C(N=C[C@@H]1N)[C@@H](N)C(=O)O)N,146.993,-6.049509572,1.078838364,Computational
1741,C1(=C(C=N[C@@H]1N)[C@H](N)C(=O)O)N,146.993,-5.222585185,1.831690984,Computational
1747,C1(=N[C@@H](C=C1[C@H](N)C(=O)O)N)N,146.993,-3.912540296,1.290998557,Computational
1753,C1(=C([C@H](C=N1)N)[C@H](N)C(=O)O)N,146.993,-5.122195705,1.80162172,Computational
1759,c1(c[nH]c(n1)[C@@H](N)C(=O)O)NC,148.954,-3.138929664,1.612333256,Computational
1777,c1(cnc([nH]1)[C@@H](N)C(=O)O)NC,148.954,-3.037038018,1.561826679,Computational
1783,c1(ncc([nH]1)[C@@H](N)C(=O)O)NC,148.954,-3.134021305,1.681836024,Computational
1787,c\1(=N\C)/[nH]cc([nH]1)[C@@H](N)C(=O)O,148.954,-3.180542186,1.888342285,Computational
1789,c1(nc(c[nH]1)[C@H](N)C(=O)O)NC,148.954,-2.958201578,1.56525465,Computational
1801,c1(nc[nH]c1[C@H](N)C(=O)O)NC,148.954,-3.613153783,1.75770799,Computational
1811,c1([nH]cnc1[C@H](N)C(=O)O)NC,148.954,-2.957611146,1.592607762,Computational
1823,C\1(=C/[C@@H](N)C(=O)O)/CNC(=N1)N,148.081,-3.682806826,2.006341945,Computational
1831,C\1(=C/[C@H](N)C(=O)O)/CN=C(N1)N,148.081,-3.667880891,2.006629063,Computational
1847,c1(C)nc(N)c([nH]1)[C@H](N)C(=O)O,147.84,-3.784690227,1.798780487,Computational
1861,c1(C)nc(c([nH]1)N)[C@@H](N)C(=O)O,147.84,-3.506029239,1.631442587,Computational
1867,c1(C)nc([nH]c1[C@@H](N)C(=O)O)N,147.84,-3.408277058,1.750382118,Computational
1871,c1(C)[nH]c(nc1[C@@H](N)C(=O)O)N,147.84,-2.748794081,1.609265305,Computational
1873,C1(=C(N=C(C1)[C@@H](N)C(=O)O)N)N,146.967,-4.39239846,1.588412941,Computational
1877,C1(=NCC(=C1N)[C@@H](N)C(=O)O)N,146.967,-4.629253493,1.99224273,Computational
1879,C1(=NC(=C(C1)N)[C@@H](N)C(=O)O)N,146.967,-4.852024269,1.89632748,Computational
1889,C1(=NC(=C(C1)[C@H](N)C(=O)O)N)N,146.967,-3.976611799,14.2232683,Computational
1901,C1(=C(C(=NC1)N)[C@H](N)C(=O)O)N,146.967,-4.630031736,1.902590174,Computational
1907,[C@@H]12CN[C@H](N2)C(=N1)[C@@H](N)C(=O)O,144.591,-3.309957808,1.924693301,Computational
1913,C1(=N)NCC=C(N1)[C@H](N)C(=O)O,148.232,-3.59027675,1.94211848,Computational
1931,C1(=N)NC=C(CN1)[C@H](N)C(=O)O,148.232,-3.661353831,1.99833235,Computational
1933,c1(=N)n(cc([nH]1)[C@@H](N)C(=O)O)C,148.373,-3.14102342,1.888336068,Computational
1949,c1(=N)n(C)c(c[nH]1)[C@@H](N)C(=O)O,148.373,-3.141018032,1.888026674,Computational
1951,c1(ncc(n1C)[C@H](N)C(=O)O)N,148.221,-2.898621944,1.630151703,Computational
1973,c1(nc(cn1C)[C@H](N)C(=O)O)N,148.221,-2.905727065,1.512043852,Computational
1979,C\1(=C/[C@H](N)C(=O)O)/CNC(=N)N1,148.232,-3.607806338,2.006672042,Computational
1987,c1(C)[nH]c(=N)[nH]c1[C@H](N)C(=O)O,147.991,-3.201423515,1.890706004,Computational
1993,c1(c(N)c([nH]c1)[C@@H](N)C(=O)O)N,146.724,-4.113280744,2.285252894,Computational
1997,c1(cc(N)c([nH]1)[C@H](N)C(=O)O)N,146.724,-4.049945616,1.376110265,Computational
1999,c1(cc(c([nH]1)N)[C@H](N)C(=O)O)N,146.724,-3.950772735,2.353076991,Computational
2003,C1=NCN[C@@H](N=C1)[C@H](N)C(=O)O,149.463,-2.995906213,2.169492859,Computational
2011,C1=NC=N[C@H](NC1)[C@H](N)C(=O)O,149.463,-4.281241367,3.703348172,Computational
2017,C1=N[C@H](NC=NC1)[C@H](N)C(=O)O,149.463,-4.044620296,1.689159285,Computational
2027,C1=N[C@H](N=CNC1)[C@@H](N)C(=O)O,149.463,-3.824721973,1.176451727,Computational
2029,C1=NC[C@H](NC=N1)[C@@H](N)C(=O)O,149.463,-3.695746899,1.760736277,Computational
2039,C1=N[C@H](CNC=N1)[C@H](N)C(=O)O,149.463,-3.820417473,1.978617761,Computational
2053,C1=NCN[C@@H](C=N1)[C@H](N)C(=O)O,149.463,-4.288346879,2.063450455,Computational
2063,C1=NC[C@@H](N=CN1)[C@H](N)C(=O)O,149.463,-3.643821763,1.651178601,Computational
2069,C1=NCN=C[C@H](N1)[C@H](N)C(=O)O,149.463,-4.170340171,1.767937111,Computational
2081,C1=N[C@@H](C=NCN1)[C@@H](N)C(=O)O,149.463,-4.444739538,1.783278306,Computational
2083,C1=NC=N[C@H]1NC[C@@H](N)C(=O)O,149.463,-4.20996094,2.031661537,Computational
2087,C1=N[C@@H](NC=N1)C[C@@H](N)C(=O)O,149.463,-3.911288765,2.004112795,Computational
2089,C1=N[C@H](N=CN1)C[C@@H](N)C(=O)O,149.463,-3.526516518,2.105423474,Computational
2099,C1(=NCN=C1)NC[C@@H](N)C(=O)O,149.437,-3.687171721,1.769916093,Computational
2111,C1(=NC=NC1)NC[C@@H](N)C(=O)O,149.437,-4.702089834,1.769892769,Computational
2113,C1(=NCC=N1)NC[C@@H](N)C(=O)O,149.437,-4.639349264,1.759635708,Computational
2129,C1(=NCNC=N1)C[C@@H](N)C(=O)O,149.437,-4.23136808,2.002028263,Computational
2131,C1(=NC=NCN1)C[C@@H](N)C(=O)O,149.437,-4.212517267,1.774941781,Computational
2137,C1(=NCN=CN1)C[C@H](N)C(=O)O,149.437,-3.935254699,1.428342389,Computational
2141,C1=N[C@@H](N=C1)[C@H](N)[C@H](N)C(=O)O,148.376,-3.516416949,1.778307501,Computational
2143,C1=N[C@H](N)[C@H](N=C1)[C@@H](N)C(=O)O,148.376,-3.487294816,2.102131814,Computational
2153,C1=N[C@@H](N=C[C@H]1N)[C@@H](N)C(=O)O,148.376,-4.490115155,-5.901231359,Computational
2161,C1=NC=N[C@H]1[C@H](N)[C@@H](N)C(=O)O,148.376,-4.824321726,1.850757464,Computational
2179,C1=NC=N[C@H]([C@H]1N)[C@@H](N)C(=O)O,148.376,-4.843714316,2.059087482,Computational
2203,C1=N[C@H](C=N[C@@H]1N)[C@H](N)C(=O)O,148.376,-4.520482745,1.743986572,Computational
2207,C1=N[C@@H](N)[C@H](C=N1)[C@H](N)C(=O)O,148.376,-4.54405439,2.258550286,Computational
2213,C1(=N[C@H](N=C1)[C@H](N)C(=O)O)CN,148.35,-3.7680181,1.993313808,Computational
2221,C1(=NC[C@H](N=C1)[C@@H](N)C(=O)O)N,148.35,-3.599656944,1.978445869,Computational
2237,C1(=N[C@@H](CN=C1)[C@@H](N)C(=O)O)N,148.35,-3.465421768,1.756309481,Computational
2239,C1(=NCN=C1)[C@@H](N)[C@H](N)C(=O)O,148.35,-3.503594329,0.370505989,Computational
2243,C1(=N[C@H](C=N1)[C@H](N)C(=O)O)CN,148.35,-5.202742798,2.199635342,Computational
2251,C1(=N[C@H](N=CC1)[C@@H](N)C(=O)O)N,148.35,-3.465071809,1.169774496,Computational
2267,C1(=NC=N[C@@H](C1)[C@@H](N)C(=O)O)N,148.35,-3.77557045,1.979286582,Computational
2269,C1(=NC=NC1)[C@H](N)[C@@H](N)C(=O)O,148.35,-4.501235816,0.530535584,Computational
2273,C1(=NC=N[C@@H]1[C@H](N)C(=O)O)CN,148.35,-4.761367415,2.325647115,Computational
2281,C1(=N[C@H](CC=N1)[C@H](N)C(=O)O)N,148.35,-3.594412016,1.757434998,Computational
2287,C1(=NC[C@H](C=N1)[C@H](N)C(=O)O)N,148.35,-3.787850883,1.975284009,Computational
2293,C1(=NCC=N1)[C@@H](N)[C@@H](N)C(=O)O,148.35,-4.942369218,1.752694457,Computational
2297,C1(=N[C@H](N=C1)C[C@H](N)C(=O)O)N,148.35,-3.385436046,2.003786137,Computational
2309,C1(=NC=N[C@H]1C[C@@H](N)C(=O)O)N,148.35,-4.675572579,2.004794942,Computational
2311,C1(=NC=N[C@@H]1N)C[C@@H](N)C(=O)O,148.35,-4.063787878,2.10147541,Computational
2333,C1(=N[C@@H](C=N1)C[C@@H](N)C(=O)O)N,148.35,-4.592592338,2.001580213,Computational
2339,C1(=N[C@H](C=N1)N)C[C@@H](N)C(=O)O,148.35,-4.50468315,2.046997546,Computational
2341,[C@@]1(C=NC=N1)(N)C[C@H](N)C(=O)O,148.026,-3.913109137,2.100869951,Computational
2347,[C@@]1(N=CC=N1)(N)C[C@@H](N)C(=O)O,148.026,-3.181933087,1.43652162,Computational
2351,C1=N[C@@](CN)(N=C1)[C@H](N)C(=O)O,148.026,-3.388748977,1.953024532,Computational
2357,C1=NC[C@](C=N1)(N)[C@@H](N)C(=O)O,148.026,-4.785934158,1.884823113,Computational
2371,C1=N[C@](C=N1)(CN)[C@H](N)C(=O)O,148.026,-4.881443176,2.011768211,Computational
2377,C1=NCN=C[C@]1(N)[C@@H](N)C(=O)O,148.026,-4.390458652,-5.163973118,Computational
2381,C1(=N[C@H](NC=N1)[C@@H](N)C(=O)O)C,149.223,-3.964567229,1.74616614,Computational
2383,C1(=NC=N[C@H](N1)[C@@H](N)C(=O)O)C,149.223,-3.755032897,1.746597284,Computational
2389,C1(=N[C@H](N=CN1)[C@@H](N)C(=O)O)C,149.223,-3.178705881,1.717052234,Computational
2393,C\1(=N/C)/N=C[C@@H](N1)[C@@H](N)C(=O)O,149.223,-3.435910439,1.730629842,Computational
2399,C1(=N[C@@H](C=N1)[C@@H](N)C(=O)O)NC,149.223,-4.388608369,1.717022956,Computational
2411,C1(=NC=N[C@H]1[C@H](N)C(=O)O)NC,149.223,-4.623039418,1.753759266,Computational
2417,C1=N[C@@](C)(NC=N1)[C@H](N)C(=O)O,148.898,-3.782841251,1.748265329,Computational
2423,C1=N[C@@](C=N1)(NC)[C@@H](N)C(=O)O,148.898,-3.715913265,2.291293554,Computational
2437,C1=N[C@@](C)(N=CN1)[C@@H](N)C(=O)O,148.898,-2.953566673,-0.269449929,Computational
2441,C1(=N[C@@](C)(N=C1)[C@@H](N)C(=O)O)N,147.785,-3.249697891,1.740755867,Computational
2447,C1(=N[C@@](C=N1)(N)[C@H](N)C(=O)O)C,147.785,-4.102357931,1.64476484,Computational
2459,C1(=NC=N[C@@]1(N)[C@@H](N)C(=O)O)C,147.785,-3.662726914,1.647687673,Computational
2467,C1(=N[C@](C=N1)(C)[C@H](N)C(=O)O)N,147.785,-3.37699831,1.728997305,Computational
2473,C1(=NC=N[C@]1(C)[C@@H](N)C(=O)O)N,147.785,-4.01664349,1.756346383,Computational
2477,C1(=N[C@H](N=C1N)[C@@H](N)C(=O)O)C,148.109,-3.380798694,1.738773098,Computational
2503,C1(=N[C@@H](C(=N1)N)[C@@H](N)C(=O)O)C,148.109,-4.698786146,1.753716877,Computational
2521,C1(=NC(=N[C@H]1[C@H](N)C(=O)O)N)C,148.109,-4.897049286,-1.007354475,Computational
2531,C1(=NCN=C1C[C@H](N)C(=O)O)N,148.324,-3.588691393,2.002861031,Computational
2539,C1(=NC(=NC1)C[C@H](N)C(=O)O)N,148.324,-4.750150467,2.002133738,Computational
2543,C1(=NC(=NC1)N)C[C@@H](N)C(=O)O,148.324,-4.272686382,1.993844068,Computational
2549,C1(=N)N=CC[C@@H](N1)[C@H](N)C(=O)O,148.501,-3.522666903,1.761428887,Computational
2551,C1(=N)N=C[C@@H](CN1)[C@H](N)C(=O)O,148.501,-3.661943964,1.975620802,Computational
2557,C1(=N)N=C[C@@H](N1)C[C@H](N)C(=O)O,148.501,-3.730403882,2.002053912,Computational
2579,C1=NCN(C=N1)C[C@H](N)C(=O)O,149.819,-4.138465117,1.768820445,Computational
2591,C1=NCN=CN1C[C@H](N)C(=O)O,149.819,-3.701614351,1.856090114,Computational
2593,C1(=NC(=N)N[C@H]1[C@@H](N)C(=O)O)C,148.26,-3.15687269,1.730401033,Computational
2609,C1(=NC(=N)NC1)C[C@@H](N)C(=O)O,148.475,-3.481392177,1.994331815,Computational
2617,C1(=N)N=C[C@H](N1C)[C@H](N)C(=O)O,148.642,-3.358860008,1.729579939,Computational
2621,C1=N[C@@H](N(C=N1)C)[C@@H](N)C(=O)O,149.604,-3.710313238,1.745764784,Computational
2633,C1=N[C@H](N=CN1C)[C@H](N)C(=O)O,149.604,-2.913424876,-0.142239753,Computational
2647,C1=N[C@H](NC)C(=N1)[C@H](N)C(=O)O,149.223,-3.508167674,1.822839646,Computational
2657,C1=NCNCC(=N1)[C@@H](N)C(=O)O,149.437,-3.821113873,2.019236749,Computational
2659,C1=NCN=C(CN1)[C@H](N)C(=O)O,149.437,-3.447390993,1.361131756,Computational
2663,C1=NCC(=NCN1)[C@H](N)C(=O)O,149.437,-3.606037638,1.352163679,Computational
2671,C1=NCNCN=C1[C@H](N)C(=O)O,149.437,-2.821840678,2.528041721,Computational
2677,C1=NCN=C([C@H]1N)[C@@H](N)C(=O)O,148.35,-3.885294941,1.721600329,Computational
2683,C1=N[C@@H](CN)C(=N1)[C@H](N)C(=O)O,148.35,-4.336189072,2.169838558,Computational
2687,C1=NC[C@@H](N)C(=N1)[C@H](N)C(=O)O,148.35,-4.256233295,2.223451553,Computational
2689,C1=N[C@@H](CN)N=C1[C@H](N)C(=O)O,148.35,-3.327517399,1.94894518,Computational
2693,C1(=N[C@@H](N)C(=N1)[C@@H](N)C(=O)O)C,148.109,-3.911361876,1.915001546,Computational
2699,[C@@]1(C)(N=CN=C1[C@H](N)C(=O)O)N,147.785,-3.489691195,1.918920848,Computational
2707,C1(=N)[C@@H](N=C(C1)[C@H](N)C(=O)O)N,147.387,-3.509766178,1.827735386,Computational
2711,C1(=NCC(=N1)[C@@H](N)C(=O)O)NC,149.197,-3.918605968,1.658782256,Computational
2713,C\1(=N/C)/N=C(CN1)[C@@H](N)C(=O)O,149.197,-2.967365933,1.657992582,Computational
2719,C1(=NCN=C1[C@H](N)C(=O)O)NC,149.197,-2.98325336,1.745240361,Computational
2729,C\1(=N/C)/NCN=C1[C@H](N)C(=O)O,149.197,-2.97057173,1.745290466,Computational
2731,C1(=NCC(=N1)[C@@H](N)C(=O)O)CN,148.324,-4.714282008,1.9785743,Computational
2741,C1(=NCN=C1[C@H](N)C(=O)O)CN,148.324,-3.56519185,1.947589311,Computational
2749,C1(=NCCC(=N1)[C@@H](N)C(=O)O)N,148.324,-2.979853784,1.68279016,Computational
2753,C1(=N)N=C(CCN1)[C@H](N)C(=O)O,148.475,-2.9107947,1.682810408,Computational
2767,C1(=N)N=C(CN1C)[C@H](N)C(=O)O,148.616,-2.907961766,1.658014115,Computational
2777,C1=N[C@]2(C=N[C@@H]1N2)[C@@H](N)C(=O)O,138.323,-3.508734398,1.814550932,Computational
2789,C1=N[C@H]2N=CN1[C@@H]2[C@H](N)C(=O)O,139.029,-3.54762697,1.892892498,Computational
2791,C1=N[C@]2(CN1C=N2)[C@H](N)C(=O)O,138.679,-2.665291174,2.064271888,Computational
2797,C1=NC=C(NC=N1)[C@@H](N)C(=O)O,143.251,-4.444521354,1.691651787,Computational
2801,C1=NC(=CNC=N1)[C@@H](N)C(=O)O,143.251,-4.458190287,1.762133798,Computational
2803,C1=NC=C(N=CN1)[C@@H](N)C(=O)O,143.251,-3.979704545,1.927984432,Computational
2819,c\1(=C\[C@@H](N)C(=O)O)/nc[nH]cn1,143.251,-3.42089599,1.805673236,Computational
2833,c\1(=C\[C@@H](N)C(=O)O)/ncnc[nH]1,143.251,-3.753882229,1.800163162,Computational
2837,C1(=NC=N/C/1=C/[C@H](N)C(=O)O)N,142.137,-4.552208498,1.801567268,Computational
2843,C1(=N/C(=C\[C@@H](N)C(=O)O)/N=C1)N,142.137,-3.260209988,1.803315759,Computational
2851,C\1(=C\[C@@H](N)C(=O)O)/C=NC(=N1)N,142.137,-3.736097264,1.776642599,Computational
2857,C1(=C)N=C(N=C1[C@@H](N)C(=O)O)N,142.451,-2.729844743,1.603469004,Computational
2861,C1(=N)C(=C(C=N1)[C@@H](N)C(=O)O)N,141.175,-5.304364687,3.809992805,Computational
2879,C1=N[C@H]2N[C@@H]1N=C2[C@H](N)C(=O)O,138.647,-3.302535149,1.783219107,Computational
2887,c1(=N)nc(cc[nH]1)[C@@H](N)C(=O)O,142.288,-2.966973611,14.99989791,Computational
2897,c1(=N)nccc([nH]1)[C@@H](N)C(=O)O,142.288,-3.441985644,15.00000427,Computational
2903,c1(=N)ncc(c[nH]1)[C@@H](N)C(=O)O,142.288,-3.525520299,15.00001048,Computational
2909,C\1(=C\[C@@H](N)C(=O)O)/C=NC(=N)N1,142.288,-3.529583422,1.77743053,Computational
2917,C1(=C)NC(=N)N=C1[C@@H](N)C(=O)O,142.603,-2.625859261,1.60224077,Computational
2927,C\1(=N)/N=C[C@@H](C=N1)[C@H](N)C(=O)O,142.557,-4.125569077,2.877046078,Computational
2939,C1(=NC(=N)N=C1)C[C@@H](N)C(=O)O,142.531,-3.123619567,1.918188396,Computational
2953,C1=NC=N[C@H](N=C1)[C@@H](N)C(=O)O,143.52,-3.178187829,1.879862019,Computational
2957,C1=NC=N[C@H](C=N1)[C@@H](N)C(=O)O,143.52,-4.465361828,1.979366279,Computational
2963,C1=NC=NCC(=N1)[C@@H](N)C(=O)O,143.494,-4.004808492,1.822335719,Computational
2969,C1=NCN=C(C=N1)[C@@H](N)C(=O)O,143.494,-3.007487639,1.803300118,Computational
2971,C1=NCN=CC(=N1)[C@@H](N)C(=O)O,143.494,-3.007147105,1.767521027,Computational
2999,C1(=NC(=N)N=C1[C@H](N)C(=O)O)C,142.291,-2.846226062,1.84047233,Computational
3001,C\1(=N\C)/N=CC(=N1)[C@H](N)C(=O)O,143.253,-2.821110504,1.826938026,Computational
3011,c1(cnc(nc1)[C@@H](N)C(=O)O)N,142.137,-3.693781802,1.211335437,Computational
3019,c1(ccnc(n1)[C@H](N)C(=O)O)N,142.137,-3.094728314,-0.197149001,Computational
3023,c1(cnc(cn1)[C@H](N)C(=O)O)N,142.137,-3.756282344,-0.151176675,Computational
3037,c1(cncc(n1)[C@H](N)C(=O)O)N,142.137,-3.755535973,1.14999788,Computational
3041,c1(cc(ncn1)[C@@H](N)C(=O)O)N,142.137,-3.256626876,-0.18508987,Computational
3049,c1(cncnc1[C@H](N)C(=O)O)N,142.137,-3.833954996,1.249681134,Computational
3061,c1(nccc(n1)[C@@H](N)C(=O)O)N,142.137,-3.161452861,0.151946527,Computational
3067,c1(ncc(cn1)[C@@H](N)C(=O)O)N,142.137,-3.54745396,0.562605089,Computational
3079,c1(nccnc1[C@@H](N)C(=O)O)N,142.137,-3.75121084,-0.106767174,Computational
3083,c1(ncncc1[C@H](N)C(=O)O)N,142.137,-3.652432143,0.050424145,Computational
3089,c1(C)ncnc(n1)[C@H](N)C(=O)O,143.253,-2.644304102,0.889430917,Computational
3109,c1(ncncn1)C[C@H](N)C(=O)O,143.494,-3.292439968,0.985629357,Computational
3119,[C@H](CN)(N)[C@H](N)[C@H](N)C(=O)O,152.075,-5.66356873,2.108034593,Computational
3121,C(N)C(CN)(N)[C@@H](N)C(=O)O,151.725,-5.720333253,2.992706177,Computational
3137,C(=N\C)(\NC[C@@H](N)C(=O)O)/N,148.067,-3.490152209,2.15949102,Computational
3163,C(=N)(NCC[C@@H](N)C(=O)O)N,147.345,-3.663211903,12.51705266,Computational
3167,C(=N)(N[C@H](C)[C@H](N)C(=O)O)N,147.13,-3.296225838,2.165707898,Computational
3169,C(=N)(NC)NC[C@@H](N)C(=O)O,148.218,-3.434648788,12.72135876,Computational
3181,C(=N)(N(C)C[C@@H](N)C(=O)O)N,147.486,-3.450405583,12.65740607,Computational
3187,C1NCNC(N1)[C@@H](N)C(=O)O,144.549,-3.952778343,2.418482066,Computational
3191,C1=NCN[C@H](N1)[C@H](N)C(=O)O,138.605,-3.559488161,1.852665854,Computational
3203,C1=N[C@@H](NCN1)[C@@H](N)C(=O)O,138.605,-3.572371217,1.848690179,Computational
3209,C1(=NC[C@H](N1)[C@H](N)C(=O)O)N,137.492,-3.603226597,1.931842689,Computational
3217,C1(=N[C@@H](CN1)[C@@H](N)C(=O)O)N,137.492,-3.602471244,1.927077823,Computational
3221,C1(=N)NC[C@H](N1)[C@@H](N)C(=O)O,137.643,-3.546978313,1.9314983,Computational
3229,c1(ncc([nH]1)[C@H](N)C(=O)O)N,131.279,-3.05132156,1.553000728,Computational
3251,c1(nc(c[nH]1)[C@H](N)C(=O)O)N,131.279,-3.011152874,1.436668115,Computational
3253,c1(nc[nH]c1[C@H](N)C(=O)O)N,131.279,-3.794005212,1.634425492,Computational
3257,c1([nH]cnc1[C@H](N)C(=O)O)N,131.279,-3.23965293,1.46774846,Computational
3259,c1(=N)[nH]cc([nH]1)[C@H](N)C(=O)O,131.43,-3.403387458,1.78035378,Computational
3271,C1=N[C@H](NC=N1)[C@H](N)C(=O)O,132.662,-4.01002965,1.622232906,Computational
3299,C1=N[C@@H](N=CN1)[C@H](N)C(=O)O,132.662,-3.251507437,-0.030566634,Computational
3301,C1(=N[C@@H](N=C1)[C@H](N)C(=O)O)N,131.548,-3.625006906,1.616304828,Computational
3307,C1(=N[C@H](C=N1)[C@H](N)C(=O)O)N,131.548,-4.657241896,1.588831048,Computational
3313,C1(=NC=N[C@H]1[C@H](N)C(=O)O)N,131.548,-4.853812896,1.629428341,Computational
3319,C1=N[C@](C=N1)(N)[C@H](N)C(=O)O,131.224,-4.159165499,1.55975709,Computational
3323,C1(=N)C=N[C@@H](N1)[C@H](N)C(=O)O,131.699,-3.463229399,1.622608936,Computational
3329,C1(=N)N=C[C@@H](N1)[C@H](N)C(=O)O,131.699,-3.620730967,1.606525872,Computational
3331,C1=N[C@@H](N)C(=N1)[C@@H](N)C(=O)O,131.548,-3.970298134,1.793759458,Computational
3343,C1(=NCC(=N1)[C@H](N)C(=O)O)N,131.522,-4.184195976,1.534501513,Computational
3347,C1(=NCN=C1[C@@H](N)C(=O)O)N,131.522,-3.314778426,1.621292322,Computational
3359,C1(=N)N=C(CN1)[C@H](N)C(=O)O,131.673,-3.169953263,1.534238867,Computational
3361,C1(=N)N=CC(=N1)[C@@H](N)C(=O)O,125.729,-3.049302109,1.7180679,Computational
3371,c1ncnc(n1)[C@@H](N)C(=O)O,126.692,-3.248935913,0.655777264,Computational
3373,C(=N)(NC[C@@H](N)C(=O)O)N,130.543,-3.712868819,2.059115488,Computational
3389,C(CN)N[C@@H](C)[C@@H](N)C(=O)O,158.436,-4.180366506,2.079495074,Computational
3391,C(C[C@H](N)[C@@H](N)C(=O)O)NC,158.436,-4.59947769,2.343200111,Computational
3407,C(C[C@H](NC)[C@@H](N)C(=O)O)N,158.436,-4.48820929,2.084805507,Computational
3413,C(NC)[C@@H](CN)[C@@H](N)C(=O)O,158.436,-4.504325668,2.618261978,Computational
3433,C(CNC[C@@H](N)C(=O)O)CN,158.651,-4.536651422,2.081003224,Computational
3449,C(CN)NCC[C@@H](N)C(=O)O,158.651,-4.604499363,2.656491582,Computational
3457,[C@@H](CC)(NC[C@@H](N)C(=O)O)N,158.436,-3.72449834,2.054556316,Computational
3461,[C@H](CN)(NC)C[C@@H](N)C(=O)O,158.436,-4.542447228,2.65516263,Computational
3463,[C@H](CNC)(N)C[C@@H](N)C(=O)O,158.436,-4.617610238,2.666106401,Computational
3467,C(NC)[C@](C)(N)[C@@H](N)C(=O)O,157.871,-4.190941418,2.215839001,Computational
3469,C(N)[C@](C)(NC)[C@@H](N)C(=O)O,157.871,-4.223986405,2.030361744,Computational
3491,C(CN)C[C@@H](N)[C@H](N)C(=O)O,157.563,-4.423709616,2.345185183,Computational
3499,C(C[C@H](CN)[C@H](N)C(=O)O)N,157.563,-4.843431344,2.670104696,Computational
3511,[C@@H](CN)(C)[C@@H](N)[C@@H](N)C(=O)O,157.348,-4.403126646,2.343854229,Computational
3517,[C@H](CC)(N)[C@H](N)[C@@H](N)C(=O)O,157.348,-3.877827864,2.27026727,Computational
3527,[C@@H](CN)(N)[C@@H](C)[C@H](N)C(=O)O,157.348,-4.459226465,2.670056531,Computational
3529,C(C)(C)(N)[C@H](N)[C@H](N)C(=O)O,156.783,-4.116179509,2.271138991,Computational
3533,[C@@H](CN)(CC[C@H](N)C(=O)O)N,157.563,-4.474106664,2.697677829,Computational
3539,C(CN)(CN)C[C@@H](N)C(=O)O,157.563,-4.805805979,2.696402974,Computational
3541,[C@H](CCN)(N)C[C@@H](N)C(=O)O,157.563,-4.845787626,2.667897199,Computational
3547,[C@@](CN)(C)(N)C[C@@H](N)C(=O)O,156.998,-4.621261011,2.666574119,Computational
3557,C(C[C@](C)(N)[C@@H](N)C(=O)O)N,156.998,-4.611381268,2.347272557,Computational
3559,C(C)[C@](CN)(N)[C@H](N)C(=O)O,156.998,-4.004158479,2.280447851,Computational
3571,C(N)C(CN)(C)[C@H](N)C(=O)O,156.998,-4.471078098,2.634000176,Computational
3581,C(N(C)C)[C@H](N)[C@H](N)C(=O)O,158.576,-4.046136251,2.148497047,Computational
3583,C(N)[C@H](N(C)C)[C@@H](N)C(=O)O,158.576,-4.026289847,1.353138102,Computational
3593,C(CN)N(C)C[C@H](N)C(=O)O,158.791,-4.220345623,2.907069452,Computational
3607,C(NC)[C@H](NC)[C@H](N)C(=O)O,159.309,-4.095469898,1.940393858,Computational
3613,C(CNC[C@@H](N)C(=O)O)NC,159.524,-4.308107937,2.064923929,Computational
3617,C(N(C)C)NC[C@H](N)C(=O)O,159.664,-3.55070247,2.087709965,Computational
3623,C(N(C)C[C@@H](N)C(=O)O)NC,159.664,-3.84803759,1.892359118,Computational
3631,CN(C)[C@@H](NC)[C@H](N)C(=O)O,159.45,-3.314135542,1.262072336,Computational
3637,C(=C)[C@H](N)[C@@H](N)[C@@H](N)C(=O)O,151.716,-4.002888929,2.201301824,Computational
3643,C(=C)(CN)[C@H](N)[C@H](N)C(=O)O,151.69,-4.556356478,2.262705577,Computational
3659,C(=C)[C@](CN)(N)[C@H](N)C(=O)O,151.366,-4.155272821,2.197836971,Computational
3671,C(=C\[C@@H](N)[C@H](N)C(=O)O)/CN,151.376,-4.612474652,2.264242777,Computational
